First Name,Last Name,Link,Nick Name,Wins,Losses,Draws,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Bertrand,Amoussou,http://ufcstats.com/fighter-details/53adf5b845d91e4a,,1,1,0,"5' 8""",190 lbs.,--,Orthodox,--,6.75,39%,2.01,83%,0.00,0%,0%,0.0
Karl,Amoussou,http://ufcstats.com/fighter-details/23a8c33869bf5392,The Psycho,27,7,2,"5' 11""",185 lbs.,--,Orthodox,"Nov 21, 1985",1.47,34%,2.67,54%,0.00,0%,25%,1.0
Eryk,Anders,http://ufcstats.com/fighter-details/cad24459b28592ca,Ya Boi,17,8,0 (1 NC),"6' 1""",185 lbs.,"75""",Southpaw,"Apr 21, 1987",3.54,48%,4.05,50%,1.71,24%,80%,0.1
Matt,Andersen,http://ufcstats.com/fighter-details/8738eacd62e82a32,,14,8,1,"6' 2""",230 lbs.,--,Southpaw,"May 29, 1971",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Andy,Anderson,http://ufcstats.com/fighter-details/9199e0735b83dd32,The Hammer,0,1,0,"5' 6""",240 lbs.,--,,"Jul 16, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Lowell,Anderson,http://ufcstats.com/fighter-details/1ffc38f67785797b,,0,1,0,"5' 6""",160 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Corey,Anderson,http://ufcstats.com/fighter-details/5e4eec08896c9423,Overtime,14,5,0,"6' 3""",205 lbs.,"79""",Orthodox,"Sep 22, 1989",4.43,46%,2.22,59%,4.89,50%,83%,0.0
Derek,Anderson,http://ufcstats.com/fighter-details/19ba965651486013,Barbaric,14,3,0 (1 NC),"6' 0""",155 lbs.,--,,"Feb 02, 1990",3.97,37%,3.08,61%,0.34,14%,60%,0.0
Megan,Anderson,http://ufcstats.com/fighter-details/a0e75f4a13eb73f1,,11,5,0,"6' 0""",145 lbs.,"72""",Orthodox,"Feb 11, 1990",1.76,46%,3.35,37%,0.52,25%,53%,0.5
Liam,Anderson,http://ufcstats.com/fighter-details/b03a0c78ca45facf,,6,3,0,"6' 3""",185 lbs.,"75""",Orthodox,"Jan 13, 1995",3.00,52%,6.53,31%,1.00,20%,50%,0.0
Tatsuya,Ando,http://ufcstats.com/fighter-details/17615148dd4be6f6,Kirinji,14,4,1,"5' 4""",145 lbs.,"68""",Southpaw,"Apr 26, 1990",0.93,19%,4.93,50%,0.00,0%,0%,0.0
Alex,Andrade,http://ufcstats.com/fighter-details/1562b12763cc8d67,El Toro,10,5,0,"5' 11""",200 lbs.,--,Orthodox,"May 14, 1974",0.20,36%,2.60,53%,0.00,0%,25%,0.8
Jessica,Andrade,http://ufcstats.com/fighter-details/6a1901c62ab3870f,Bate Estaca,26,14,0,"5' 1""",125 lbs.,"62""",Orthodox,"Sep 25, 1991",6.39,50%,5.49,54%,2.21,54%,71%,0.3
Viscardi,Andrade,http://ufcstats.com/fighter-details/d221ee27afc7a60e,,19,6,0,"5' 11""",170 lbs.,"75""",Orthodox,"Mar 08, 1984",3.26,42%,2.77,63%,1.93,50%,66%,0.3
Jermaine,Andre,http://ufcstats.com/fighter-details/9bad58fa651d6196,,14,4,0,"5' 7""",200 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Juan,Andres Luna,http://ufcstats.com/fighter-details/1fd9f744105024a8,,12,1,0,"5' 7""",125 lbs.,"72""",Orthodox,"Aug 20, 1995",3.27,31%,3.00,65%,0.00,0%,0%,0.0
Fellipe,Andrew,http://ufcstats.com/fighter-details/7977fb0fd9c5955d,,0,0,0,--,--,--,,"Oct 24, 1994",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dylan,Andrews,http://ufcstats.com/fighter-details/00debc804e2b1cd4,The Villain,18,7,0 (1 NC),"6' 1""",185 lbs.,"74""",Switch,"Nov 15, 1979",2.21,50%,2.72,46%,2.83,50%,57%,0.4
Reese,Andy,http://ufcstats.com/fighter-details/46e2ca71fd5089cb,Riptide,7,3,0,"6' 0""",205 lbs.,--,Orthodox,"Mar 31, 1973",2.87,50%,3.50,58%,0.67,20%,40%,0.0
,Angga,http://ufcstats.com/fighter-details/d6a3e131ad4ba064,The Hitman,13,3,0,"5' 7""",145 lbs.,"68""",Orthodox,"Jan 13, 1989",3.56,38%,3.77,53%,0.00,0%,33%,0.0
Julius,Anglickas,http://ufcstats.com/fighter-details/e20ad078a7d63361,,5,1,0,"6' 3""",205 lbs.,--,Orthodox,"Jul 23, 1991",4.62,78%,1.86,50%,4.47,50%,60%,1.1
Collin,Anglin,http://ufcstats.com/fighter-details/047a91d3d9c79b05,,8,3,0,"5' 9""",145 lbs.,"71""",Orthodox,"Feb 20, 1993",4.59,48%,5.54,51%,2.28,66%,100%,0.0
Chad,Anheliger,http://ufcstats.com/fighter-details/c7c39e2fb70248b3,The Monster,13,8,0,"5' 6""",135 lbs.,"64""",Orthodox,"Dec 01, 1986",3.11,46%,2.76,53%,0.68,30%,38%,0.5
Yoji,Anjo,http://ufcstats.com/fighter-details/e06fd1260ac865a7,Mr. 200%,0,5,1,"5' 11""",205 lbs.,--,Orthodox,"Mar 28, 1967",0.00,0%,3.13,25%,0.00,0%,0%,0.0
Magomed,Ankalaev,http://ufcstats.com/fighter-details/d802174b0c0c1f4e,,21,1,1 (1 NC),"6' 3""",205 lbs.,"75""",Orthodox,"Jun 02, 1992",3.66,52%,2.46,57%,0.80,22%,87%,0.0
Gadzhimurad,Antigulov,http://ufcstats.com/fighter-details/af997f7611673880,,20,8,0,"5' 11""",205 lbs.,"70""",Orthodox,"Feb 09, 1987",2.08,55%,4.21,40%,5.08,36%,0%,1.4
Adam,Antolin,http://ufcstats.com/fighter-details/25b31165758402dd,Captain Chaos,12,3,0,"5' 5""",125 lbs.,"63""",Orthodox,"Feb 28, 1982",5.73,52%,5.00,69%,0.00,0%,100%,0.0
Angelo,Antonio,http://ufcstats.com/fighter-details/dbd198f780286aca,,1,4,0,--,205 lbs.,--,Orthodox,--,1.09,50%,7.64,50%,0.00,0%,0%,0.0
Vanilto,Antunes,http://ufcstats.com/fighter-details/cc49ada1ea955b13,,16,7,0,"6' 0""",170 lbs.,"72""",Orthodox,"Dec 28, 1994",5.49,48%,14.27,43%,0.00,0%,0%,0.0
Azunna,Anyanwu,http://ufcstats.com/fighter-details/78d48d3874dacafd,Zulu,14,5,0,"6' 1""",251 lbs.,--,Orthodox,"Aug 05, 1981",2.47,42%,2.47,69%,0.65,100%,0%,0.0
Shinsho,Anzai,http://ufcstats.com/fighter-details/4665f9f909cd7214,Animal,10,3,0,"5' 7""",170 lbs.,"70""",Orthodox,"Dec 01, 1985",3.23,58%,3.75,45%,1.83,16%,75%,0.0
Jin,Aoi,http://ufcstats.com/fighter-details/031da10a00c8ccd4,,14,6,1,"5' 6""",145 lbs.,"68""",Orthodox,"Jan 21, 1997",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Shinya,Aoki,http://ufcstats.com/fighter-details/79ded75550efc139,Tobikan Judan,39,7,0 (1 NC),"5' 11""",154 lbs.,--,Southpaw,"May 09, 1983",0.97,58%,1.25,58%,2.54,41%,60%,4.0
,Aoriqileng,http://ufcstats.com/fighter-details/7d420039bbfe7c1a,The Mongolian Murderer,25,12,0 (1 NC),"5' 7""",135 lbs.,"69""",Orthodox,"Jun 25, 1993",4.65,49%,5.46,48%,1.20,46%,58%,0.0
Josh,Appelt,http://ufcstats.com/fighter-details/0c1a04afca64e38f,,15,7,0,"5' 10""",255 lbs.,--,Southpaw,"Jun 19, 1983",1.35,40%,11.50,32%,0.00,0%,33%,0.0
Erik,Apple,http://ufcstats.com/fighter-details/1ccff7f0cfdf85eb,,10,3,0,"6' 0""",170 lbs.,--,Orthodox,"Aug 26, 1977",0.00,0%,0.54,81%,0.00,0%,0%,8.1
Kenji,Arai,http://ufcstats.com/fighter-details/269d103c96a4c3a5,,15,15,5,"5' 10""",145 lbs.,--,Southpaw,"Oct 05, 1979",8.79,27%,10.29,39%,0.00,0%,0%,0.0
Romie,Aram,http://ufcstats.com/fighter-details/73ef22f25d0f70e2,,7,1,0,"5' 10""",170 lbs.,--,Orthodox,"Dec 02, 1977",1.80,35%,2.83,50%,2.50,62%,83%,0.0
Felipe,Arantes,http://ufcstats.com/fighter-details/71002dbc1743b9a7,Sertanejo,18,10,1 (2 NC),"5' 8""",135 lbs.,"73""",Orthodox,"Feb 09, 1988",2.37,45%,2.66,64%,0.93,47%,41%,0.7
Igor,Araujo,http://ufcstats.com/fighter-details/dbea8c1cb327ab3d,,25,9,0 (1 NC),"6' 1""",170 lbs.,"77""",Orthodox,"Dec 06, 1980",1.52,42%,2.86,49%,0.86,15%,22%,0.6
Viviane,Araujo,http://ufcstats.com/fighter-details/36541f1e6c5d4955,Vivi,13,6,0,"5' 4""",115 lbs.,"68""",Orthodox,"Nov 21, 1986",4.04,47%,4.87,56%,1.86,43%,80%,0.7
Julio,Arce,http://ufcstats.com/fighter-details/1291edf2d566a71a,,19,6,0,"5' 7""",145 lbs.,"70""",Southpaw,"Oct 27, 1989",4.36,36%,3.05,68%,0.46,28%,96%,0.3
Art,Arciniega,http://ufcstats.com/fighter-details/d25e39e74efb0a77,King Arthur,15,7,0,"5' 8""",145 lbs.,--,,"Oct 15, 1981",1.53,46%,2.73,51%,0.00,0%,50%,1.0
Alice,Ardelean,http://ufcstats.com/fighter-details/87f8699fdcc2c404,,10,7,0,"5' 3""",115 lbs.,"62""",Orthodox,"Apr 19, 1992",4.97,45%,4.97,52%,1.00,40%,100%,0.0
Tristan,Arenal,http://ufcstats.com/fighter-details/9c9455912d917e4e,,7,4,0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Gabriel,Arges,http://ufcstats.com/fighter-details/db3c4a884d704efe,,0,0,0,--,170 lbs.,--,,"Jan 29, 1993",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dan,Argueta,http://ufcstats.com/fighter-details/e4ba58725825412d,The Determined,9,3,0 (2 NC),"5' 7""",135 lbs.,"68""",Southpaw,"Aug 13, 1993",2.48,43%,3.44,50%,4.36,35%,55%,1.4
Reza,Arianto,http://ufcstats.com/fighter-details/90063913321e7670,The Crazy Lion,5,0,0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Hashem,Arkhagha,http://ufcstats.com/fighter-details/9a7ffa80766caa51,,6,1,0,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 11, 1989",1.84,44%,8.97,43%,0.00,0%,50%,0.0
Andrei,Arlovski,http://ufcstats.com/fighter-details/3738e68d2261e60f,The Pitbull,34,24,0 (2 NC),"6' 3""",240 lbs.,"77""",Orthodox,"Feb 04, 1979",3.82,45%,3.22,57%,0.37,35%,76%,0.2
Garrett,Armfield,http://ufcstats.com/fighter-details/1effd880e1f1bb30,,10,5,0,"5' 6""",135 lbs.,"70""",Orthodox,"Oct 09, 1996",5.35,53%,3.64,56%,1.10,50%,64%,0.6
Joey,Armstrong,http://ufcstats.com/fighter-details/30ad2050273d016a,,5,2,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Austin,Arnett,http://ufcstats.com/fighter-details/bf0e700106d00e55,,16,6,0,"6' 0""",145 lbs.,"72""",Orthodox,"Oct 22, 1991",4.52,41%,6.38,62%,0.44,18%,57%,0.2
Ricardo,Arona,http://ufcstats.com/fighter-details/05fbfe628658c538,The Brazilian Tiger,14,5,0,"5' 11""",205 lbs.,--,Orthodox,"Jul 17, 1978",1.66,48%,1.15,57%,2.41,48%,58%,1.2
Eli,Aronov,http://ufcstats.com/fighter-details/a90c200c3fbb22c4,The Israeli Tank,6,1,0,"5' 10""",185 lbs.,"72""",Orthodox,"Jun 06, 1996",8.92,68%,6.49,38%,12.16,100%,0%,0.0
Chalid,Arrab,http://ufcstats.com/fighter-details/770b9d4813c25902,Die Faust,7,3,0,"5' 11""",205 lbs.,--,Orthodox,"May 28, 1975",1.56,34%,1.63,56%,3.05,75%,37%,1.0
Akbarh,Arreola,http://ufcstats.com/fighter-details/c136b2a8852da5bd,El Caballero,23,11,1,"5' 10""",155 lbs.,"71""",Southpaw,"Jan 14, 1983",2.32,45%,4.01,56%,1.07,100%,33%,0.4
Matt,Arroyo,http://ufcstats.com/fighter-details/de62052b2ede65ba,No Regard,3,3,0,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 01, 1982",1.62,47%,2.01,58%,2.12,36%,100%,5.3
Antonio,Arroyo,http://ufcstats.com/fighter-details/61fb8098ccf81c7f,,9,5,0,"6' 3""",185 lbs.,"73""",Orthodox,"Jul 01, 1989",2.82,66%,2.02,50%,1.14,41%,41%,0.2
Gilles,Arsene,http://ufcstats.com/fighter-details/2dea80c069847321,,1,1,0,"5' 9""",190 lbs.,--,Southpaw,--,0.06,10%,2.45,32%,0.00,0%,0%,0.0
Veta,Arteaga,http://ufcstats.com/fighter-details/91e3388e69060e69,,3,1,0,"5' 7""",125 lbs.,--,,--,3.20,36%,1.92,65%,0.00,0%,40%,0.0
Cesar,Arzamendia,http://ufcstats.com/fighter-details/49f78022126bf4a4,Goku,8,3,0,"5' 11""",155 lbs.,--,Orthodox,"Jan 31, 1991",5.37,45%,5.20,56%,7.32,75%,0%,2.4
Kai,Asakura,http://ufcstats.com/fighter-details/d33da8a3d82bdb62,,21,5,0,"5' 8""",125 lbs.,"69""",Orthodox,"Oct 31, 1993",2.40,58%,4.52,38%,0.00,0%,57%,0.0
Teddy,Ash,http://ufcstats.com/fighter-details/a373085066dbfb54,Bear,14,5,0,"6' 1""",185 lbs.,"73""",Switch,"Dec 27, 1989",7.27,61%,6.80,28%,0.00,0%,100%,0.0
Arman,Ashimov,http://ufcstats.com/fighter-details/d26a0988c9dc9886,Mustafa Ozturik,11,3,1,"5' 6""",125 lbs.,--,,"Jan 14, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Yanal,Ashmouz,http://ufcstats.com/fighter-details/c739c2995a275314,Red Fox,8,1,0,"5' 9""",155 lbs.,"69""",Orthodox,"Mar 31, 1995",2.94,50%,4.54,55%,4.80,50%,60%,0.0
,Asjabharan,http://ufcstats.com/fighter-details/8be9deb7d6b36354,,7,6,0,"5' 6""",135 lbs.,--,,"Jul 31, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Askar,Askar,http://ufcstats.com/fighter-details/2abc414136504554,AK-47,11,1,0,"5' 7""",145 lbs.,"69""",Orthodox,"Aug 19, 1994",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Askar,Askarov,http://ufcstats.com/fighter-details/b1d19449397541dc,Bullet,14,1,1,"5' 6""",125 lbs.,"67""",Orthodox,"Oct 09, 1992",3.05,54%,2.80,57%,2.60,24%,66%,0.4
Cyril,Asker,http://ufcstats.com/fighter-details/9be6020024133293,Silverback,9,4,0,"6' 0""",247 lbs.,"74""",Orthodox,"Dec 24, 1985",3.35,39%,5.82,35%,4.41,62%,100%,0.9
Khusein,Askhabov,http://ufcstats.com/fighter-details/5c10da56d712ac9c,Nohcho,23,1,0,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 13, 1995",2.00,26%,4.13,56%,0.00,0%,66%,0.0
Scott,Askham,http://ufcstats.com/fighter-details/06827d70c53ff0d9,,14,4,0,"6' 3""",185 lbs.,"75""",Southpaw,"May 20, 1988",3.03,46%,3.52,52%,0.44,18%,65%,0.7
Ben,Askren,http://ufcstats.com/fighter-details/0b31f87be71ebbb1,Funky,19,2,0 (1 NC),"5' 11""",170 lbs.,"73""",Orthodox,"Jul 18, 1984",3.64,49%,5.66,36%,4.33,55%,0%,0.9
Ibo,Aslan,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45,The Last Ottoman,14,2,0,"6' 3""",205 lbs.,"77""",Orthodox,"Apr 23, 1996",7.84,50%,4.43,63%,0.00,0%,83%,0.0
Tom,Aspinall,http://ufcstats.com/fighter-details/399afbabc02376b5,,15,3,0,"6' 5""",256 lbs.,"78""",Orthodox,"Apr 11, 1993",8.07,67%,2.89,65%,3.27,100%,100%,1.6
Bruno,Assis,http://ufcstats.com/fighter-details/ff222167cce02919,Brunao,8,4,0,"6' 2""",185 lbs.,--,Orthodox,"May 23, 1992",1.27,43%,3.20,36%,2.00,50%,66%,1.0
Junior,Assuncao,http://ufcstats.com/fighter-details/d0d7160824278840,,16,6,0,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 24, 1981",3.31,62%,2.06,44%,2.43,24%,66%,0.7
Raphael,Assuncao,http://ufcstats.com/fighter-details/2f13e4020cea5b38,,28,10,0,"5' 5""",135 lbs.,"66""",Orthodox,"Jul 19, 1982",3.22,42%,2.50,66%,1.65,39%,78%,0.2
Michael,Aswell,http://ufcstats.com/fighter-details/01c9e4013afce141,The Texas Kid,10,3,0,"5' 8""",155 lbs.,"69""",Orthodox,"Sep 27, 2000",10.33,50%,6.80,52%,0.00,0%,57%,0.0
Bazigit,Atajev,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95,Volk,17,1,0,"6' 1""",230 lbs.,--,Orthodox,--,0.87,41%,3.14,49%,1.00,33%,0%,0.0
Rich,Attonito,http://ufcstats.com/fighter-details/210935fd21670f6d,The Raging Bull,10,5,0,"5' 10""",170 lbs.,"72""",Orthodox,"Jun 16, 1977",2.28,47%,2.13,59%,0.74,37%,75%,0.0
Olivier,Aubin-Mercier,http://ufcstats.com/fighter-details/55ee431411ccf07a,The Canadian Gangster,11,5,0,"5' 9""",155 lbs.,"70""",Southpaw,"Feb 23, 1989",2.48,51%,2.97,55%,2.36,33%,70%,0.5
Pat,Audinwood,http://ufcstats.com/fighter-details/196ed28337adc630,Awesomely Awesome,11,2,1,"6' 0""",155 lbs.,--,Orthodox,"Apr 16, 1986",1.17,12%,4.31,41%,0.80,50%,0%,0.0
Jose,Augusto,http://ufcstats.com/fighter-details/4d3b08ab127c7585,Gugu,6,2,0 (1 NC),"6' 3""",251 lbs.,--,,"Mar 28, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Marcus,Aurelio,http://ufcstats.com/fighter-details/04643fd03d9159cc,Maximus,22,10,0,"5' 10""",155 lbs.,"74""",Orthodox,"Aug 18, 1973",1.42,33%,2.27,59%,1.69,27%,27%,1.3
David,Avellan,http://ufcstats.com/fighter-details/956dcac65e7b34d6,,2,1,0,"5' 9""",185 lbs.,--,Orthodox,--,3.33,25%,10.00,57%,0.00,0%,0%,0.0
Blas,Avena,http://ufcstats.com/fighter-details/8753e125f4499816,The Disciple,8,7,0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,"Jun 30, 1983",2.34,47%,3.36,43%,2.37,80%,50%,1.8
Levi,Avera,http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c,,18,15,0,"6' 1""",170 lbs.,--,,"May 17, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Anthony,Avila,http://ufcstats.com/fighter-details/033d19259f589457,,13,5,0,"5' 7""",145 lbs.,--,,"Dec 29, 1988",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chris,Avila,http://ufcstats.com/fighter-details/4665cbf36b08193b,,5,4,0,"5' 10""",145 lbs.,--,Orthodox,"Jan 16, 1993",2.37,30%,4.17,48%,0.00,0%,46%,0.0
Julia,Avila,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7,Raging Panda,9,4,0,"5' 7""",135 lbs.,"68""",Orthodox,"May 11, 1988",2.81,42%,3.28,55%,0.63,37%,52%,0.2
Saad,Awad,http://ufcstats.com/fighter-details/da603332ad41f165,Assassin,20,9,0,"5' 11""",155 lbs.,--,,"Jun 07, 1983",2.13,26%,1.87,60%,0.50,16%,100%,0.5
Javy,Ayala,http://ufcstats.com/fighter-details/26387c19f32dda0f,Eye Candy,10,5,0,"6' 1""",265 lbs.,--,,"Aug 20, 1988",0.83,25%,5.00,33%,0.00,0%,0%,0.0
Jessin,Ayari,http://ufcstats.com/fighter-details/6eaec40f724852f4,,16,6,0,"6' 0""",155 lbs.,"73""",Orthodox,"May 31, 1992",3.53,37%,3.59,58%,0.00,0%,50%,0.3
Abu,Azaitar,http://ufcstats.com/fighter-details/46d0a888d87d91ac,Captain Morocco,14,4,1,"5' 9""",185 lbs.,"76""",Orthodox,"Mar 10, 1986",4.38,43%,4.32,51%,1.00,37%,42%,0.0
Ottman,Azaitar,http://ufcstats.com/fighter-details/ee18ff42063174df,Bulldozer,13,3,0,"5' 8""",155 lbs.,"71""",Switch,"Feb 20, 1990",4.43,44%,4.11,52%,0.00,0%,100%,0.0
Luiz,Azeredo,http://ufcstats.com/fighter-details/063649e21bc9d6d5,,15,10,0,"5' 9""",154 lbs.,--,Orthodox,"Jun 10, 1976",2.16,39%,2.76,57%,1.07,50%,45%,0.3
Luciano,Azevedo,http://ufcstats.com/fighter-details/9bcfb40dbcd50568,,17,9,1,"6' 3""",161 lbs.,--,Orthodox,"Jun 25, 1981",0.76,45%,1.97,27%,2.28,11%,0%,0.0
Hunter,Azure,http://ufcstats.com/fighter-details/2af2f2e26c4c0402,,9,2,0,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 02, 1992",3.92,53%,2.08,58%,1.97,34%,67%,1.3
Niklas,Backstrom,http://ufcstats.com/fighter-details/39cc64bf0a269db9,,11,3,0 (1 NC),"6' 1""",145 lbs.,--,Orthodox,"Aug 22, 1989",1.12,41%,3.65,40%,2.92,80%,72%,2.2
Seth,Baczynski,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a,The Polish Pistola,20,14,0,"6' 3""",170 lbs.,"75""",Orthodox,"Oct 26, 1981",3.08,31%,3.14,51%,0.89,16%,48%,0.8
Abdul Azeem,Badakhshi,http://ufcstats.com/fighter-details/968764372c49eab6,The Afghan Lion,13,3,0,--,145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ryan,Bader,http://ufcstats.com/fighter-details/c0ab242c40decc55,Darth,23,5,0,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983",2.82,43%,1.39,71%,3.37,44%,80%,0.4
Izabela,Badurek,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664,,6,3,0,"5' 5""",115 lbs.,--,Orthodox,"Jul 11, 1991",3.74,71%,4.90,32%,1.75,12%,100%,0.0
Miguel,Baeza,http://ufcstats.com/fighter-details/82d4c957649faf9b,Caramel Thunder,10,4,0,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 23, 1992",4.09,49%,5.92,46%,0.36,22%,54%,2.0
Ali,Bagautinov,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3,Puncher,15,6,0,"5' 4""",125 lbs.,"65""",Orthodox,"Jun 10, 1985",2.85,42%,3.09,52%,2.51,36%,65%,0.3
Mehdi,Baghdad,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b,The Sultan,11,5,0,"6' 1""",155 lbs.,--,Orthodox,"Apr 13, 1985",3.13,30%,4.56,46%,0.00,0%,33%,0.0
Melsik,Baghdasaryan,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6,The Gun,8,3,0,"5' 9""",145 lbs.,"70""",Southpaw,"Jan 28, 1992",5.04,59%,3.14,56%,0.00,0%,72%,0.0
Siyar,Bahadurzada,http://ufcstats.com/fighter-details/aec185309b4843d0,The Great,24,8,1,"5' 11""",170 lbs.,"73""",Orthodox,"Apr 17, 1984",2.91,40%,3.23,49%,1.32,61%,62%,0.3
Ignacio,Bahamondes,http://ufcstats.com/fighter-details/e4a47b07044ddd72,La Jaula,17,5,0,"6' 3""",155 lbs.,"75""",Orthodox,"Aug 27, 1997",7.09,47%,4.36,57%,0.00,0%,85%,0.5
Bahatebole,Batebolati,http://ufcstats.com/fighter-details/8f313e9c3a39c06e,Lion King,10,1,1,"5' 8""",170 lbs.,"71""",Southpaw,"Sep 12, 1997",4.02,45%,4.83,61%,1.34,66%,100%,0.0
Shamar,Bailey,http://ufcstats.com/fighter-details/e2b8186b618b00c4,,16,11,0,"5' 9""",155 lbs.,"75""",Southpaw,"Sep 22, 1982",1.56,20%,3.91,69%,1.50,33%,37%,0.0
Jordan,Bailey,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36,,6,3,0,"5' 9""",145 lbs.,--,,--,1.74,40%,0.29,0%,4.35,100%,0%,4.3
Scott,Baker,http://ufcstats.com/fighter-details/7d5b12de1625984e,,1,1,0,"6' 0""",210 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Bryan,Baker,http://ufcstats.com/fighter-details/898337ef520fe4d3,The Beast,18,5,0,"6' 3""",185 lbs.,--,Orthodox,"Oct 13, 1985",1.78,52%,2.83,45%,0.44,50%,37%,0.9
Jin,Bala,http://ufcstats.com/fighter-details/371efa53bd0cf669,,23,3,0,"5' 9""",155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
,Balajin,http://ufcstats.com/fighter-details/e626e92a8f2a9737,The Snow Leopard,23,4,0,"5' 9""",145 lbs.,"72""",Orthodox,"Mar 31, 1992",1.40,33%,2.73,50%,2.00,20%,66%,0.0
Oluwale,Bamgbose,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c,Holy War Angel,6,4,0,"5' 11""",185 lbs.,"78""",Switch,"Aug 04, 1987",2.45,48%,2.70,55%,0.94,33%,37%,0.0
Stephen,Banaszak,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3,,5,5,0,"6' 0""",145 lbs.,--,,"Dec 07, 1990",4.20,47%,1.15,66%,0.00,0%,100%,1.9
Marcin,Bandel,http://ufcstats.com/fighter-details/5c2ce761399dc9c5,Bomba,15,7,0,"5' 10""",155 lbs.,--,Orthodox,"Oct 10, 1989",0.79,50%,5.26,23%,0.00,0%,0%,0.0
Humberto,Bandenay,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5,,14,7,0 (1 NC),"5' 11""",145 lbs.,"71""",Southpaw,"Sep 04, 1994",2.22,41%,4.79,41%,2.90,46%,62%,0.5
Tae Hyun,Bang,http://ufcstats.com/fighter-details/9a2d3567abc02e34,Supernatural,18,10,0,"5' 9""",155 lbs.,"71""",Switch,"Apr 15, 1983",2.72,38%,2.07,66%,0.49,33%,57%,0.5
Yohan,Banks,http://ufcstats.com/fighter-details/c50ea21fe9ef478d,,2,1,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Shauna,Bannon,http://ufcstats.com/fighter-details/9c442aaf149ea982,Mama B,7,1,0,"5' 5""",115 lbs.,"65""",Switch,"Oct 23, 1993",4.77,43%,3.88,44%,0.00,0%,42%,0.8
Antonio,Banuelos,http://ufcstats.com/fighter-details/9ddfb3369a3b0394,,20,11,1,"5' 5""",135 lbs.,"63""",Orthodox,"Sep 23, 1979",2.69,33%,3.15,58%,1.62,62%,86%,0.4
Iwo,Baraniewski,http://ufcstats.com/fighter-details/1c23ec2f1b71be40,,5,0,0,--,205 lbs.,--,,"Nov 20, 1998",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Renan,Barao,http://ufcstats.com/fighter-details/2c99576fefe53c7c,The Baron,34,9,0 (1 NC),"5' 6""",145 lbs.,"70""",Orthodox,"Jan 31, 1987",3.78,36%,3.90,57%,1.49,41%,91%,0.5
Junior,Barata,http://ufcstats.com/fighter-details/06dced58ca24a6bd,,9,3,1,"5' 10""",170 lbs.,--,Orthodox,"Jan 25, 1982",4.03,33%,8.46,34%,0.00,0%,0%,0.0
Maycee,Barber,http://ufcstats.com/fighter-details/6a740daf1b279661,The Future,14,2,0,"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998",4.70,53%,2.90,54%,1.44,43%,53%,0.1
