First Name,Last Name,Link,Nick Name,Wins,Losses,Draws,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Jeff,Bedard,http://ufcstats.com/fighter-details/93bf96be327fcd98,Little Popeye,13,3,0,"5' 6""",145 lbs.,--,Orthodox,"Feb 06, 1970",0.80,51%,0.00,100%,3.43,66%,100%,2.6
Eric,Bedard,http://ufcstats.com/fighter-details/ce05955c26c3c090,Lucky Strikes,6,7,0,"6' 2""",239 lbs.,--,,"Sep 11, 1984",6.37,35%,8.54,52%,0.00,0%,0%,0.0
Johnny,Bedford,http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7,Brutal,21,13,1 (1 NC),"5' 10""",135 lbs.,"71""",Orthodox,"Jan 06, 1983",4.53,50%,1.75,63%,1.83,62%,62%,0.0
Rolando,Bedoya,http://ufcstats.com/fighter-details/40a456a25d52ee65,The Machine,14,4,0,"5' 11""",155 lbs.,"74""",Orthodox,"Jan 13, 1997",7.29,49%,6.38,52%,0.00,0%,33%,0.0
Chase,Beebe,http://ufcstats.com/fighter-details/b16a7e6a627e9789,,24,13,1,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 29, 1985",2.17,38%,1.64,69%,2.49,42%,41%,0.9
Lyle,Beerbohm,http://ufcstats.com/fighter-details/babc6b5745335f18,Fancy Pants,24,3,0,"5' 10""",155 lbs.,--,Southpaw,"Feb 05, 1979",1.98,55%,1.61,54%,2.10,23%,64%,0.3
Allan,Begosso,http://ufcstats.com/fighter-details/d6ed764f8b78d32a,Mini,7,2,1,"5' 5""",135 lbs.,"66""",Orthodox,"Nov 23, 1995",1.80,40%,7.73,34%,0.00,0%,25%,2.0
Azamat,Bekoev,http://ufcstats.com/fighter-details/3bc3f60b21cddc6a,Iron,20,3,0,"6' 0""",185 lbs.,"72""",Orthodox,"Dec 30, 1995",7.59,61%,4.48,46%,2.59,33%,100%,0.0
Mirsad,Bektic,http://ufcstats.com/fighter-details/cbd3e590a85b18c5,,13,4,0,"5' 8""",145 lbs.,"70""",Orthodox,"Feb 16, 1991",2.43,41%,1.80,57%,3.98,52%,92%,0.4
Diana,Belbita,http://ufcstats.com/fighter-details/d7e40dca3ae125be,The Warrior Princess,15,10,0,"5' 7""",125 lbs.,"68""",Orthodox,"Jun 26, 1996",6.45,41%,6.55,51%,0.86,62%,64%,0.0
Alan,Belcher,http://ufcstats.com/fighter-details/4130a743d9d22163,The Talent,18,8,0,"6' 2""",185 lbs.,"75""",Orthodox,"Apr 24, 1984",2.70,41%,3.10,59%,0.44,26%,55%,0.9
Vitor,Belfort,http://ufcstats.com/fighter-details/0ee783aa00e468f0,The Phenom,26,14,0 (1 NC),"6' 0""",185 lbs.,"74""",Southpaw,"Apr 01, 1977",1.59,46%,2.83,50%,1.02,60%,53%,0.6
Yousri,Belgaroui,http://ufcstats.com/fighter-details/7674b836ce0698a0,,8,3,0,"6' 5""",185 lbs.,"79""",Orthodox,"Jun 02, 1992",4.43,60%,2.65,57%,0.00,0%,81%,0.0
Rodolfo,Bellato,http://ufcstats.com/fighter-details/69898645d600abdb,Trator,12,2,1,"6' 3""",205 lbs.,"75""",Orthodox,"Feb 05, 1996",6.28,62%,6.31,46%,1.06,30%,100%,0.3
Danilo,Belluardo,http://ufcstats.com/fighter-details/c3f6db17cea09ca7,Caterpillar,12,5,0,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 21, 1994",1.52,61%,4.79,41%,3.50,100%,50%,0.0
Joey,Beltran,http://ufcstats.com/fighter-details/46baf0f57edfa4df,The Mexicutioner,17,14,0 (1 NC),"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981",4.92,36%,5.27,54%,0.48,18%,75%,0.0
Marco,Beltran,http://ufcstats.com/fighter-details/ec71a892fada28c7,Psycho,8,6,0,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986",2.07,37%,1.93,63%,0.70,50%,46%,0.2
Joseph,Benavidez,http://ufcstats.com/fighter-details/80eacd4da0617c57,,28,8,0,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",3.52,34%,2.67,61%,1.41,30%,62%,0.6
Mike,Bencic,http://ufcstats.com/fighter-details/a71feb7ea7592a71,Batman,1,2,0,"6' 0""",215 lbs.,--,Orthodox,--,0.00,0%,3.32,53%,0.00,0%,0%,0.0
Dave,Beneteau,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a,Dangerous,6,5,1,"6' 2""",250 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Karla,Benitez,http://ufcstats.com/fighter-details/6104730621ff318d,,14,11,1 (1 NC),"5' 3""",113 lbs.,--,,--,0.00,0%,2.40,57%,0.00,0%,100%,0.0
Gabriel,Benitez,http://ufcstats.com/fighter-details/436f970c9ea9169c,Moggly,23,13,0,"5' 8""",155 lbs.,"71""",Southpaw,"Jun 15, 1988",5.26,41%,4.49,63%,0.22,50%,55%,0.9
Charles,Bennett,http://ufcstats.com/fighter-details/8dc4f34c1f50d00d,Krazy Horse,30,33,2,"5' 8""",155 lbs.,--,Orthodox,"Nov 23, 1979",1.39,39%,1.35,64%,2.02,100%,36%,2.0
Josh,Bennett,http://ufcstats.com/fighter-details/c3ac8d0da7b05772,,11,14,0,"6' 4""",259 lbs.,--,Orthodox,--,2.90,40%,5.80,43%,1.50,100%,100%,0.0
DeAnna,Bennett,http://ufcstats.com/fighter-details/404ecb2700844072,The Argentine Assassin,8,3,1,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 18, 1984",3.13,58%,3.27,58%,0.00,0%,0%,1.0
Benjamin,Bennett,http://ufcstats.com/fighter-details/7030c27fc9778964,Mr. Alaska,7,1,0,"6' 0""",170 lbs.,"73""",Switch,"May 08, 1994",4.53,54%,4.53,65%,6.00,60%,0%,0.0
Lance,Benoist,http://ufcstats.com/fighter-details/5431dccc09118234,,7,2,0,"5' 11""",170 lbs.,"72""",Southpaw,"Aug 26, 1988",3.68,51%,2.70,56%,1.50,33%,61%,0.0
Joe,Benoit,http://ufcstats.com/fighter-details/a30f6d375dea5f9b,,11,4,0,"5' 9""",170 lbs.,--,Orthodox,"Mar 12, 1982",0.00,0%,0.00,100%,0.00,0%,0%,0.0
Ryan,Benoit,http://ufcstats.com/fighter-details/20999e27ddd94bda,Baby Face,10,8,0,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 25, 1989",2.88,39%,3.65,58%,0.28,22%,72%,0.4
Pat,Benson,http://ufcstats.com/fighter-details/a25f3dc0df974597,,3,5,3,"5' 9""",155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Len,Bentley,http://ufcstats.com/fighter-details/592d23aed850e652,,10,6,0,"5' 9""",155 lbs.,--,,"Nov 30, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Steve,Berger,http://ufcstats.com/fighter-details/21b1132949f2a9b0,The Red Nosed Pitbull,21,23,2 (1 NC),"5' 11""",170 lbs.,--,Orthodox,"May 20, 1973",1.00,27%,3.26,36%,0.84,40%,16%,1.7
Kenneth,Bergh,http://ufcstats.com/fighter-details/aa8189053b3a8994,,8,0,0 (1 NC),"6' 2""",205 lbs.,"74""",Orthodox,"Jun 26, 1989",4.56,75%,1.27,28%,0.00,0%,0%,0.0
Bret,Bergmark,http://ufcstats.com/fighter-details/2891c9f7b26b26fc,The Angry Hick,6,1,1,"5' 9""",170 lbs.,--,,"Nov 24, 1973",2.78,52%,2.78,37%,4.17,100%,50%,4.2
Keith,Berish,http://ufcstats.com/fighter-details/e3779ef06e98f185,Sha Bang Bang,5,1,0 (1 NC),"6' 0""",205 lbs.,--,Orthodox,"Nov 14, 1985",3.58,36%,4.81,62%,1.76,40%,0%,0.0
Dennis,Bermudez,http://ufcstats.com/fighter-details/6f242453c91a5af0,The Menace,17,9,0,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986",4.42,46%,3.07,59%,3.89,40%,82%,1.1
Manny,Bermudez,http://ufcstats.com/fighter-details/2dc1bc1a02961656,The Bermudez Triangle,14,2,0,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 16, 1994",2.92,61%,2.68,46%,3.06,54%,0%,3.1
Talita,Bernardo,http://ufcstats.com/fighter-details/5b2325cd70dbe2ea,,6,4,0,"5' 4""",135 lbs.,"68""",Orthodox,"Mar 04, 1987",3.12,42%,4.04,55%,1.62,22%,28%,0.5
Dave,Berry,http://ufcstats.com/fighter-details/b3bbe88fecd6a0d2,,0,1,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Keith,Berry,http://ufcstats.com/fighter-details/0b935b9bbbe5fc07,,15,14,1 (1 NC),"6' 1""",185 lbs.,--,,"Oct 25, 1987",0.27,12%,6.27,28%,0.00,0%,0%,0.0
Dieusel,Berto,http://ufcstats.com/fighter-details/0db70ca89e1c7374,,0,3,0,"5' 9""",200 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Edson,Berto,http://ufcstats.com/fighter-details/66766984842c13dc,Little Tiger,17,12,1,"5' 6""",155 lbs.,--,Orthodox,"Jul 05, 1983",1.76,36%,4.62,47%,5.47,40%,0%,2.7
Allen,Berube,http://ufcstats.com/fighter-details/aebfb84d1f6d2d8c,Monstah Lobstah,4,3,0,"5' 8""",155 lbs.,--,Orthodox,"Aug 25, 1974",0.92,80%,0.92,33%,6.87,100%,0%,3.4
Anton,Berzin,http://ufcstats.com/fighter-details/8ba8e8d7eafa7267,The Body Snatcher,5,1,0,"6' 2""",205 lbs.,--,Orthodox,"Sep 29, 1989",4.40,46%,6.80,67%,2.00,28%,0%,1.0
Scott,Bessac,http://ufcstats.com/fighter-details/3f24c96753dbd9f9,,4,6,0,"6' 4""",245 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Matt,Bessette,http://ufcstats.com/fighter-details/0b8d512c79b4baf3,The Mangler,22,9,0 (1 NC),"5' 10""",145 lbs.,"70""",Orthodox,"Dec 28, 1984",4.36,41%,4.45,58%,0.64,28%,61%,0.3
Khadzhi,Bestaev,http://ufcstats.com/fighter-details/e05f4ce199baca91,Best,10,4,0,"6' 6""",185 lbs.,"76""",,"Jul 16, 1988",6.15,29%,10.00,43%,0.00,0%,0%,0.0
Fernando,Bettega,http://ufcstats.com/fighter-details/a524710c3ef918fa,,7,5,0,--,170 lbs.,--,,"Mar 10, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Arjan,Bhullar,http://ufcstats.com/fighter-details/7e511f8d842a109d,,9,1,0,"6' 1""",245 lbs.,"75""",Orthodox,"May 13, 1986",2.33,56%,3.25,59%,1.73,75%,100%,0.0
KB,Bhullar,http://ufcstats.com/fighter-details/9cd047a828dd7515,The Bengal,8,2,0,"6' 4""",185 lbs.,"78""",Switch,"Oct 12, 1991",4.31,49%,5.39,45%,0.00,0%,0%,0.0
Bibulatov,Magomed,http://ufcstats.com/fighter-details/87f19d19f4cb73f8,Chaborz,14,2,0,"5' 5""",125 lbs.,"65""",Orthodox,"Aug 22, 1988",3.60,51%,1.83,52%,2.85,40%,75%,0.0
David,Bielkheden,http://ufcstats.com/fighter-details/1efa064872f089d0,,24,12,0,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 06, 1979",1.11,57%,1.64,54%,2.65,63%,14%,0.0
Blake,Bilder,http://ufcstats.com/fighter-details/5095b0920a3602aa,El Animal,8,2,1,"5' 8""",145 lbs.,"68""",Switch,"Jul 12, 1990",3.81,48%,4.15,53%,0.31,7%,71%,0.6
Jonas,Bilharinho,http://ufcstats.com/fighter-details/ebbf571f349e79d9,,9,1,1,"5' 11""",145 lbs.,"75""",Switch,"May 22, 1990",3.71,60%,3.36,57%,0.00,0%,100%,0.0
Jeremiah,Billington,http://ufcstats.com/fighter-details/b3b6e80b7d5f8f0d,,11,2,0,"5' 9""",205 lbs.,--,Orthodox,"Nov 14, 1977",1.60,62%,7.06,35%,0.00,0%,50%,0.0
Scott,Bills,http://ufcstats.com/fighter-details/53f02bbc41d99432,,7,9,1,"5' 10""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Anthony,Birchak,http://ufcstats.com/fighter-details/c5a126ace82a6025,El Toro,16,8,0,"5' 8""",135 lbs.,"69""",Orthodox,"May 16, 1986",3.93,36%,3.67,56%,0.48,14%,61%,0.5
Chris,Birchler,http://ufcstats.com/fighter-details/8a22c6b4d29880a3,The Big Buck,7,4,0,"6' 3""",205 lbs.,--,Switch,"Jun 05, 1987",9.35,46%,14.83,35%,0.00,0%,0%,0.0
Angad,Bisht,http://ufcstats.com/fighter-details/7b4ae3fd439a05b6,,10,3,0,"5' 7""",125 lbs.,"67""",Orthodox,"Jun 05, 1995",3.91,51%,4.56,33%,2.41,37%,100%,0.0
Michael,Bisping,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2,The Count,30,9,0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",4.33,38%,2.71,65%,1.05,43%,63%,0.3
Amaury,Bitetti,http://ufcstats.com/fighter-details/7a359ef685a304a7,,5,2,0,"5' 9""",185 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Caio,Bittencourt,http://ufcstats.com/fighter-details/a653cb5eb4b39339,Leao,14,7,0,"6' 0""",185 lbs.,"75""",Orthodox,"May 22, 1991",0.29,16%,0.57,33%,0.00,0%,0%,0.0
Davi,Bittencourt,http://ufcstats.com/fighter-details/dd6ec6f941c3a414,The Black,14,4,0,"5' 5""",135 lbs.,"65""",Orthodox,"Oct 12, 1994",4.15,66%,1.51,46%,14.15,33%,0%,0.0
Simon,Biyong,http://ufcstats.com/fighter-details/27ab7257bf6a3b65,,7,1,0,--,205 lbs.,--,,"Apr 05, 1991",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jan,Blachowicz,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,,29,11,1,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",3.44,49%,3.03,52%,1.03,48%,69%,0.3
Jason,Black,http://ufcstats.com/fighter-details/b2f743746e8dcfa2,The Black Legion,23,4,1,"5' 8""",155 lbs.,--,Orthodox,"Jul 15, 1972",1.06,47%,2.60,45%,0.48,33%,28%,6.2
Brad,Blackburn,http://ufcstats.com/fighter-details/7e69a4b0961aa555,Bad Brad,18,13,1 (1 NC),"5' 10""",170 lbs.,"73""",Orthodox,"May 25, 1977",4.55,35%,3.59,65%,0.93,50%,76%,0.7
Jason,Blackford,http://ufcstats.com/fighter-details/619d807fa54ae8f7,,3,3,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tom,Blackledge,http://ufcstats.com/fighter-details/2adb11835acd815b,,10,7,0,--,205 lbs.,--,Orthodox,--,2.91,61%,2.55,46%,0.00,0%,75%,0.0
Sherrard,Blackledge,http://ufcstats.com/fighter-details/0e5c79b3594ff0ad,The Thriller,5,1,0,"5' 11""",155 lbs.,"75""",Orthodox,"Aug 16, 1993",3.70,49%,3.13,55%,4.00,33%,42%,0.0
Da'Mon,Blackshear,http://ufcstats.com/fighter-details/da22387a0407a2dc,The Monster,17,7,1,"5' 10""",135 lbs.,"72""",Switch,"Aug 12, 1994",4.70,46%,4.15,52%,1.56,36%,71%,1.6
Chasen,Blair,http://ufcstats.com/fighter-details/0f4a536507f33576,Mestizo,6,3,0,"5' 10""",155 lbs.,"71""",Orthodox,"Oct 14, 1998",5.27,39%,5.27,59%,0.00,0%,100%,0.0
Erin,Blanchfield,http://ufcstats.com/fighter-details/669970f7feba8ecd,Cold Blooded,13,2,0,"5' 4""",125 lbs.,"66""",Orthodox,"May 04, 1999",5.24,44%,4.21,59%,1.86,31%,80%,0.8
Maximo,Blanco,http://ufcstats.com/fighter-details/4a1329cc8eb0928a,Maxi,12,8,1 (1 NC),"5' 8""",145 lbs.,"71""",Orthodox,"Oct 16, 1983",4.11,44%,3.19,66%,1.85,36%,63%,0.3
David,Blanco,http://ufcstats.com/fighter-details/ebf298f8ac7e232b,,2,0,0,"5' 7""",145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Curtis,Blaydes,http://ufcstats.com/fighter-details/fa6796c55d6c5440,Razor,18,5,0 (1 NC),"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",3.54,50%,1.91,58%,5.69,53%,31%,0.0
Tereza,Bleda,http://ufcstats.com/fighter-details/59c438c81fbf3ece,,7,1,0,"5' 9""",125 lbs.,"71""",Orthodox,"Nov 30, 2001",3.02,53%,1.86,46%,1.81,27%,83%,0.7
Arlene,Blencowe,http://ufcstats.com/fighter-details/35d6337320a4ae48,Angerfist,9,6,0,"5' 5""",145 lbs.,--,,"Apr 11, 1983",2.31,43%,2.10,43%,0.00,0%,55%,0.6
Byron,Bloodworth,http://ufcstats.com/fighter-details/ecdf14f4f8643d39,,6,3,0,"5' 8""",135 lbs.,--,Orthodox,"Aug 16, 1983",1.82,28%,5.18,50%,0.00,0%,0%,0.0
Dashawn,Boatwright,http://ufcstats.com/fighter-details/046a85108610c0d2,"Buck, the 400-pound Silverback",3,1,0,"6' 0""",205 lbs.,--,Orthodox,"Feb 29, 1988",0.00,0%,52.50,12%,0.00,0%,0%,0.0
Dan,Bobish,http://ufcstats.com/fighter-details/f348d05403fad037,,17,9,0,"6' 2""",345 lbs.,--,Southpaw,"Jan 26, 1970",2.06,44%,1.74,34%,2.44,42%,0%,1.6
Mark,Bocek,http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce,,12,5,0,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981",2.34,43%,2.32,60%,3.65,36%,31%,1.3
Kyle,Bochniak,http://ufcstats.com/fighter-details/c5af5750e8bae4f0,Killer B,8,5,0,"5' 7""",145 lbs.,"70""",Orthodox,"Feb 05, 1987",2.63,31%,5.11,58%,1.14,15%,62%,0.0
James,Bochnovic,http://ufcstats.com/fighter-details/984d15d5dc7bfcf9,,8,3,0,"6' 4""",205 lbs.,"81""",Orthodox,"Feb 13, 1989",0.65,26%,3.64,21%,0.00,0%,0%,0.0
Jeremy,Boczulak,http://ufcstats.com/fighter-details/1afd74f8cb0719f3,,0,2,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tim,Boetsch,http://ufcstats.com/fighter-details/c80095f6092271a7,The Barbarian,21,13,0,"6' 0""",185 lbs.,"74""",Orthodox,"Jan 28, 1981",2.93,50%,2.90,57%,1.45,34%,59%,0.8
Galore,Bofando,http://ufcstats.com/fighter-details/8a56ea383fd26e52,,5,3,0,"5' 11""",170 lbs.,"72""",Switch,"May 22, 1982",3.63,45%,3.63,54%,2.37,100%,50%,0.0
Jay,Bogan,http://ufcstats.com/fighter-details/53c21779d84ceb75,,6,6,0,--,145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Roman,Bogatov,http://ufcstats.com/fighter-details/d61316139d68dbe3,,10,1,0,"5' 8""",155 lbs.,"73""",Orthodox,"Dec 15, 1990",3.33,42%,4.40,44%,1.00,9%,50%,0.0
Derek,Bohi,http://ufcstats.com/fighter-details/70a1c7626b5e0599,Marshmallow,8,5,0,"6' 4""",260 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jerry,Bohlander,http://ufcstats.com/fighter-details/93892752c5fc23ca,,11,4,0,"5' 11""",199 lbs.,--,Orthodox,"Feb 12, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mandy,Bohm,http://ufcstats.com/fighter-details/297a2b35444c245b,Monster,8,2,0 (1 NC),"5' 7""",125 lbs.,"71""",Orthodox,"Jul 30, 1989",2.51,45%,3.24,60%,0.72,18%,75%,0.7
Kotetsu,Boku,http://ufcstats.com/fighter-details/d227958e8a0c1466,,25,11,2,"5' 9""",154 lbs.,--,Orthodox,"May 27, 1977",2.47,42%,2.80,53%,0.00,0%,0%,0.0
Gaston,Bolanos,http://ufcstats.com/fighter-details/96924b0019b3aff1,The Dreamkiller,8,5,0,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 14, 1992",3.28,49%,2.40,50%,0.66,100%,42%,0.0
Kyle,Bolt,http://ufcstats.com/fighter-details/9d455d5cfe6a0e35,,8,4,0,"6' 2""",185 lbs.,--,,--,7.27,52%,7.27,45%,0.00,0%,0%,0.0
Denys,Bondar,http://ufcstats.com/fighter-details/2526be54e6a0e62a,Psycho,14,5,0,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 27, 1992",4.59,50%,5.16,56%,3.99,58%,62%,0.0
Luc,Bondole,http://ufcstats.com/fighter-details/8691881b31c16b88,,5,2,2,"6' 2""",205 lbs.,--,,--,3.35,51%,2.04,62%,0.00,0%,0%,1.8
Tony,Bonello,http://ufcstats.com/fighter-details/702a72aa7a266d86,The Gun,16,3,1 (1 NC),"6' 2""",185 lbs.,--,,--,0.62,33%,12.62,10%,0.00,0%,0%,0.0
Gabriel,Bonfim,http://ufcstats.com/fighter-details/01641ba5df0c69b0,Marretinha,17,1,0,"6' 1""",170 lbs.,"72""",Orthodox,"Aug 20, 1997",5.22,43%,3.80,65%,3.68,76%,73%,2.2
Ismael,Bonfim,http://ufcstats.com/fighter-details/eb393afdbe3293d5,Marreta,20,5,0,"5' 8""",155 lbs.,"71""",Orthodox,"Dec 28, 1995",5.73,55%,3.10,70%,0.96,33%,76%,0.0
Jesse,Bongfeldt,http://ufcstats.com/fighter-details/934de214814b8ff4,Water,16,5,1,"6' 0""",185 lbs.,--,Orthodox,"Aug 28, 1980",2.91,62%,1.01,50%,1.51,33%,33%,0.0
Marcos,Bonilla,http://ufcstats.com/fighter-details/d311fbefff44a39b,Murder Marx,4,4,0,"5' 10""",145 lbs.,--,,--,0.47,12%,0.47,94%,0.00,0%,0%,0.0
Stephan,Bonnar,http://ufcstats.com/fighter-details/c6a33ff198aaaeeb,The American Psycho,15,9,0,"6' 4""",205 lbs.,"79""",Orthodox,"Apr 04, 1977",2.76,38%,3.01,52%,1.32,40%,60%,1.0
Rogerio,Bontorin,http://ufcstats.com/fighter-details/07a2bdaa0afdd831,,16,4,0 (2 NC),"5' 5""",125 lbs.,"67""",Orthodox,"Apr 25, 1992",2.63,52%,3.27,50%,2.90,60%,51%,1.0
Ray,Borg,http://ufcstats.com/fighter-details/a4de54ea806fb525,The Tazmexican Devil,13,5,0,"5' 4""",135 lbs.,"63""",Orthodox,"Aug 04, 1993",1.52,52%,1.93,48%,3.89,50%,46%,1.0
Igor,Borisov,http://ufcstats.com/fighter-details/0313bf497de9c470,,1,1,0,"6' 0""",235 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kevin,Borjas,http://ufcstats.com/fighter-details/34b96d52db1d26e6,El Gallo Negro,10,3,0,"5' 5""",125 lbs.,"68""",Orthodox,"Dec 06, 1997",5.10,44%,5.99,51%,0.00,0%,65%,0.0
Calen,Born,http://ufcstats.com/fighter-details/3c85e04b08a05751,,7,1,0,"5' 8""",170 lbs.,"72""",Switch,"May 24, 1988",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Caio,Borralho,http://ufcstats.com/fighter-details/4126a78111c0855a,The Natural,17,1,0 (1 NC),"6' 1""",185 lbs.,"75""",Southpaw,"Jan 16, 1993",3.61,60%,2.34,62%,1.56,60%,76%,0.5
Zachary,Borrego,http://ufcstats.com/fighter-details/b8fdb2903a2582a8,The Dragon,3,1,0,"6' 2""",185 lbs.,"78""",Switch,"Jul 18, 1996",0.00,0%,1.94,33%,0.00,0%,0%,0.0
Viacheslav,Borshchev,http://ufcstats.com/fighter-details/19c591115a58982c,Slava Claus,8,5,1,"5' 11""",155 lbs.,"69""",Orthodox,"Jan 08, 1992",5.25,54%,4.77,57%,0.00,0%,43%,0.1
Tanner,Boser,http://ufcstats.com/fighter-details/04c8b08b16a5b99e,The Bulldozer,21,10,1,"6' 2""",205 lbs.,"75""",Orthodox,"Aug 02, 1991",4.70,52%,2.75,58%,0.00,0%,63%,0.0
Steve,Bosse,http://ufcstats.com/fighter-details/e023fa2e648ea0f1,The Boss,12,2,0,"5' 11""",205 lbs.,"72""",Orthodox,"Jul 29, 1981",5.99,52%,5.38,50%,0.92,33%,100%,0.0
Marcus,Bossett,http://ufcstats.com/fighter-details/e8fb8e53bc2e29d6,The Grasshopper,1,3,0,"6' 1""",215 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chris,Bostick,http://ufcstats.com/fighter-details/239224bedeb2c7a4,,6,3,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Poliana,Botelho,http://ufcstats.com/fighter-details/5c126c6aac3ef364,,8,5,0,"5' 8""",125 lbs.,"67""",Orthodox,"Dec 15, 1988",2.90,58%,2.80,54%,0.85,57%,76%,0.0
Francois,Botha,http://ufcstats.com/fighter-details/545d549d6bf87187,White Buffalo,0,1,0,"6' 2""",260 lbs.,--,Orthodox,"Sep 28, 1968",0.00,0%,1.05,77%,0.00,0%,0%,0.0
Ilian,Bouafia,http://ufcstats.com/fighter-details/d5e929c26f25f0d3,The Gorilla,6,0,0,--,205 lbs.,--,,"Nov 13, 1996",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Gregory,Bouchelaghem,http://ufcstats.com/fighter-details/59851163aaf1aed8,,5,4,0,"6' 2""",183 lbs.,--,Switch,--,0.27,21%,1.53,36%,0.00,0%,50%,0.0
Roy,Boughton,http://ufcstats.com/fighter-details/2aaf0181432adf0b,Black Dynamite,14,8,0,"6' 0""",205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rich,Bouphanouvong,http://ufcstats.com/fighter-details/611b9c068c9e2c44,,1,4,0,"5' 7""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mike,Bourke,http://ufcstats.com/fighter-details/dfdd0c5dd0d4bc23,The Rhino,10,16,1 (1 NC),"6' 0""",275 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jess,Bouscal,http://ufcstats.com/fighter-details/38b1417ec17072da,,3,2,0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tai,Bowden,http://ufcstats.com/fighter-details/2efbc83a6b9b7f86,,1,1,0,"5' 11""",230 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Melton,Bowen,http://ufcstats.com/fighter-details/81ca2c245b19b3c5,The Punisher,0,1,0,"6' 0""",225 lbs.,--,Orthodox,"Jul 16, 1969",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kyron,Bowen,http://ufcstats.com/fighter-details/5488b3c67600333a,Bullseye,9,5,0,"6' 3""",185 lbs.,"73""",Orthodox,"Dec 22, 1993",2.73,57%,2.05,40%,0.00,0%,0%,0.0
Brian,Bowles,http://ufcstats.com/fighter-details/b26d3e3746fb4024,,10,3,0,"5' 7""",135 lbs.,"70""",Orthodox,"Jun 22, 1980",2.36,26%,2.98,64%,1.39,70%,54%,1.4
Roger,Bowling,http://ufcstats.com/fighter-details/3b9f723e2720a238,Relentless,12,6,0 (1 NC),"5' 9""",155 lbs.,"68""",Orthodox,"Dec 05, 1982",3.90,47%,3.86,51%,3.09,43%,27%,0.9
Blake,Bowman,http://ufcstats.com/fighter-details/a95a0504fd73bd3e,,2,6,0,"6' 2""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
