First Name,Last Name,Link,Nick Name,Wins,Losses,Draws,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Yuki,Kondo,http://ufcstats.com/fighter-details/1fe7adb23b3eedfb,,60,33,9,"5' 11""",183 lbs.,--,Southpaw,"Jul 17, 1975",1.14,42%,2.57,51%,0.76,41%,37%,0.5
Syuri,Kondo,http://ufcstats.com/fighter-details/a851c35f58199231,,6,3,0,"5' 4""",115 lbs.,"66""",Orthodox,"Feb 08, 1989",5.40,44%,7.22,58%,0.00,0%,83%,0.3
Mantas,Kondratavicius,http://ufcstats.com/fighter-details/3cc506f115cbb9d5,,7,1,0,--,185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Cheick,Kongo,http://ufcstats.com/fighter-details/1eacf73d6a0055dc,,27,10,2,"6' 4""",240 lbs.,"82""",Orthodox,"May 17, 1975",3.33,56%,1.28,54%,2.30,56%,52%,0.2
Andrei,Kopylov,http://ufcstats.com/fighter-details/dd39f1ca787a3d9d,,6,11,0,"6' 2""",265 lbs.,--,Orthodox,"Jul 16, 1965",0.33,66%,4.31,40%,0.00,0%,0%,0.0
Roman,Kopylov,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,,14,3,0,"6' 0""",185 lbs.,"75""",Southpaw,"May 04, 1991",4.96,50%,4.86,55%,1.17,42%,87%,0.0
Bruno,Korea,http://ufcstats.com/fighter-details/6c011be66326ad97,,7,3,0,"5' 6""",135 lbs.,"65""",,"Jun 28, 1991",2.12,34%,3.96,42%,0.00,0%,25%,0.0
Chungreng,Koren,http://ufcstats.com/fighter-details/000774e57404d8c7,The Indian Rhino,7,1,0,--,135 lbs.,--,,"Feb 01, 1998",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Andrey,Koreshkov,http://ufcstats.com/fighter-details/aee885b8ca29ab4f,Spartan,19,2,0,"6' 0""",170 lbs.,--,,"Aug 23, 1990",2.84,39%,1.92,63%,4.80,53%,0%,0.0
Josh,Koscheck,http://ufcstats.com/fighter-details/dd37fd509af89f15,,17,11,0,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 30, 1977",1.79,36%,2.27,63%,2.46,48%,64%,0.4
Steven,Koslow,http://ufcstats.com/fighter-details/84512339473dd300,Obi Won Shinobi The Pillow,6,1,0,"5' 7""",125 lbs.,"69""",Switch,"Jan 22, 1997",0.77,37%,3.73,40%,5.28,55%,0%,1.1
Naoyuki,Kotani,http://ufcstats.com/fighter-details/bc8f6b42767e28df,,34,14,7,"5' 8""",155 lbs.,"66""",Southpaw,"Dec 08, 1981",1.02,31%,2.89,50%,0.83,16%,46%,0.8
Ilya,Kotau,http://ufcstats.com/fighter-details/a68d57ae177a5815,,1,2,0,--,170 lbs.,--,,--,3.94,40%,4.38,44%,6.57,100%,100%,6.6
Iouri,Kotchkine,http://ufcstats.com/fighter-details/c6becb722706c7d8,,7,4,1,"6' 2""",235 lbs.,--,Orthodox,--,0.67,38%,4.92,15%,0.00,0%,25%,0.0
Matt,Kovacs,http://ufcstats.com/fighter-details/8fbcd82bf7f352bf,300,12,16,0,"6' 0""",244 lbs.,--,Orthodox,--,1.47,22%,4.87,44%,1.00,25%,0%,0.0
Marcus,Kowal,http://ufcstats.com/fighter-details/ad0e42800a0d8977,,3,1,1,--,135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Karolina,Kowalkiewicz,http://ufcstats.com/fighter-details/d7c3816669784109,,16,9,0,"5' 3""",115 lbs.,"64""",Orthodox,"Oct 15, 1985",5.54,43%,5.51,57%,0.31,22%,74%,0.2
Steve,Kozola,http://ufcstats.com/fighter-details/fc36e2352dccf2a4,,8,0,0,--,155 lbs.,--,,--,3.90,39%,4.36,50%,2.34,100%,100%,0.0
Derrick,Krantz,http://ufcstats.com/fighter-details/714e1e0681ddb703,D-Rock,22,12,0,"5' 10""",170 lbs.,"72""",Orthodox,"Jan 13, 1988",2.07,37%,4.03,50%,3.18,50%,0%,0.8
James,Krause,http://ufcstats.com/fighter-details/8f6a18831a120817,The,28,9,0,"6' 2""",170 lbs.,"73""",Orthodox,"Jun 04, 1986",4.79,49%,4.11,61%,0.96,18%,59%,0.9
Pascal,Krauss,http://ufcstats.com/fighter-details/a01e84abefd85ec0,Panzer,11,2,0,"6' 1""",170 lbs.,--,Orthodox,"Apr 19, 1987",5.45,47%,3.88,59%,1.53,50%,60%,0.9
Rene,Kronvold,http://ufcstats.com/fighter-details/db05271715bb4874,,5,1,0,"5' 8""",170 lbs.,--,Orthodox,--,0.82,100%,2.47,60%,0.00,0%,66%,4.1
Kaynan,Kruschewsky,http://ufcstats.com/fighter-details/ca36633b80be4a78,Bahia,15,3,0 (1 NC),"6' 0""",155 lbs.,"73""",Orthodox,"Apr 04, 1991",5.67,50%,5.71,46%,2.74,100%,75%,2.1
Jorgen,Kruth,http://ufcstats.com/fighter-details/6071d786f6187810,The Last Viking,5,0,0,"6' 2""",205 lbs.,--,,"May 08, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Nikita,Krylov,http://ufcstats.com/fighter-details/1091d4d957141094,The Miner,30,10,0,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 07, 1992",4.33,54%,2.49,44%,2.24,38%,53%,1.4
Mariusz,Ksiazkiewicz,http://ufcstats.com/fighter-details/ab16537dd1e5e81d,The Iron Pol,8,1,0,"6' 3""",185 lbs.,"75""",Southpaw,"Oct 04, 1989",0.93,45%,3.40,39%,4.00,100%,0%,2.0
Junya,Kudo,http://ufcstats.com/fighter-details/487c170da059857d,,10,7,2,--,135 lbs.,--,Orthodox,--,1.85,71%,4.44,33%,0.00,0%,0%,0.0
John,Kuhner,http://ufcstats.com/fighter-details/a272656ad662ac53,,1,2,0,--,170 lbs.,--,,"Oct 12, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Michael,Kuiper,http://ufcstats.com/fighter-details/b7f38813485745da,,15,5,0,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 07, 1989",3.28,54%,3.62,54%,2.30,55%,79%,0.0
Anton,Kuivanen,http://ufcstats.com/fighter-details/706f8e2b34e8e18b,,24,10,0,"5' 8""",155 lbs.,"72""",Orthodox,"May 01, 1984",2.27,38%,1.63,67%,1.20,100%,71%,0.4
Maiju,Kujala,http://ufcstats.com/fighter-details/4e77d070239699e2,,6,3,0,--,135 lbs.,--,,--,2.50,40%,5.50,36%,0.00,0%,50%,0.0
Sumit,Kumar,http://ufcstats.com/fighter-details/a0a625221e0dd339,The Indian Kid,8,1,0,"5' 5""",125 lbs.,"66""",Orthodox,"Sep 09, 2000",2.80,24%,4.67,46%,6.00,30%,60%,0.0
Aleksei,Kunchenko,http://ufcstats.com/fighter-details/e2ccd9a9ace60de7,,20,2,0,"5' 8""",170 lbs.,"70""",Orthodox,"May 02, 1984",3.67,44%,2.83,63%,0.25,33%,80%,0.0
Rizvan,Kuniev,http://ufcstats.com/fighter-details/739fd4fbb5d862f4,,12,2,1 (1 NC),"6' 4""",240 lbs.,"76""",Orthodox,"Mar 10, 1992",5.82,72%,1.25,55%,2.82,75%,100%,0.0
Keigo,Kunihara,http://ufcstats.com/fighter-details/782a2a17d3e38fdf,,3,2,0,"6' 0""",235 lbs.,--,Orthodox,--,0.17,10%,1.99,57%,4.97,40%,100%,2.5
Kiichi,Kunimoto,http://ufcstats.com/fighter-details/71df36d6d8cf0d74,Strasser,18,7,2 (1 NC),"5' 10""",170 lbs.,"71""",Orthodox,"May 01, 1981",1.87,44%,3.92,41%,1.59,20%,28%,0.3
Jon,Kunneman,http://ufcstats.com/fighter-details/2694c4997a51ed01,AK-47,10,0,0,--,185 lbs.,--,,"Jul 14, 1999",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Leo,Kuntz,http://ufcstats.com/fighter-details/6905d45bd71b50a9,The Lion,18,4,1,"5' 10""",155 lbs.,--,Orthodox,"Oct 03, 1983",1.68,32%,3.80,45%,1.99,25%,33%,0.7
Korey,Kuppe,http://ufcstats.com/fighter-details/780a2897055e3ee3,,8,4,0,"6' 5""",170 lbs.,"77""",Switch,"Jan 23, 1989",0.73,73%,1.33,31%,0.00,0%,69%,1.0
Ramazan,Kuramagomedov,http://ufcstats.com/fighter-details/b6a73e6f11a8835c,,8,0,0,"6' 1""",170 lbs.,"73""",Orthodox,"Aug 23, 1996",11.67,67%,9.13,54%,1.00,14%,0%,0.0
Tsuyoshi,Kurihara,http://ufcstats.com/fighter-details/032b65d5fff611b2,,10,8,2,"5' 10""",185 lbs.,--,Orthodox,"Jul 13, 1973",0.00,0%,12.00,50%,0.00,0%,0%,0.0
Eldari,Kurtanidze,http://ufcstats.com/fighter-details/4c78fc005a53831d,,0,1,0,"5' 6""",235 lbs.,--,Orthodox,"Apr 16, 1972",0.47,20%,3.72,60%,0.00,0%,0%,0.0
Kyle,Kurtz,http://ufcstats.com/fighter-details/b490def93478ae29,,7,5,0,--,170 lbs.,--,,--,1.31,36%,2.95,52%,1.23,20%,0%,2.5
Guram,Kutateladze,http://ufcstats.com/fighter-details/7772b283d288dbe2,Georgian Viking,13,5,0,"5' 11""",155 lbs.,"72""",Orthodox,"Jan 08, 1992",3.53,45%,4.22,54%,0.61,15%,75%,0.0
Vadym,Kutsyi,http://ufcstats.com/fighter-details/aeb2bcd4371f40d5,,17,2,0,"6' 0""",170 lbs.,"71""",Orthodox,"Jul 18, 1991",5.53,48%,4.94,55%,3.53,40%,0%,0.0
Lina,Kvokov,http://ufcstats.com/fighter-details/843dd76c50cae0f6,,0,3,0,"5' 9""",135 lbs.,--,Orthodox,--,2.31,30%,12.12,19%,0.00,0%,0%,0.0
Kaleo,Kwan,http://ufcstats.com/fighter-details/2545c7f47a65bca3,Leo Boy,11,16,0,"5' 7""",155 lbs.,--,,"Aug 01, 1970",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jarrod,Kwitty,http://ufcstats.com/fighter-details/849d15ed7e3a0e97,,2,2,0,"5' 8""",185 lbs.,--,,--,0.53,50%,4.40,32%,8.00,50%,0%,2.0
Mike,Kyle,http://ufcstats.com/fighter-details/56b8b24f65f9f057,MAK,22,14,1 (2 NC),"6' 4""",205 lbs.,"77""",Orthodox,"Mar 31, 1980",3.93,51%,3.35,49%,1.33,62%,50%,0.8
Lisa,Kyriacou,http://ufcstats.com/fighter-details/edbc609a3b0d2aba,The Savage,7,2,0,"5' 5""",125 lbs.,"64""",Orthodox,"Nov 17, 1993",4.67,41%,4.40,47%,0.00,0%,33%,0.0
