Fighter,W/L,Opponent,Knockdowns,Strikes,Takedowns,SubmissionAttempts,Event,Method,Round,Date
Marnic Mann,loss,Josefine Knutsson,"0
","8
","0
","0
","UFC Fight Night: Grasso vs. Shevchenko 2
          


          
          Sep. 16, 2023",U-DEC,3,5:00
Marnic Mann,loss,Bruna Brasil,"0
","19
","3
","0
","DWCS 6.8
          


          
          Sep. 13, 2022","KO/TKO
",2,4:33
Dylan Mantello,loss,Ahmad Hassanzada,"1
","56
","0
","0
","DWCS 8.6
          


          
          Sep. 17, 2024","SUB
",3,2:41
Dylan Mantello,loss,Kaynan Kruschewsky,"0
","17
","0
","0
","DWCS 7.7
          


          
          Sep. 19, 2023","SUB
",1,2:52
Chris Manuel,draw,Kenji Osawa,"0
","38
","1
","0
","WEC 33: Marshall vs. Stann
          


          
          Mar. 26, 2008",S-DEC,3,5:00
Jimi Manuwa,loss,Aleksandar Rakic,"0
","2
","0
","0
","UFC Fight Night: Gustafsson vs. Smith
          


          
          Jun. 01, 2019","KO/TKO
",1,0:47
Jimi Manuwa,loss,Thiago Santos,"0
","27
","0
","0
","UFC 231: Holloway vs. Ortega
          


          
          Dec. 08, 2018","KO/TKO
",2,0:41
Jimi Manuwa,loss,Jan Blachowicz,"0
","37
","0
","0
","UFC Fight Night: Werdum vs. Volkov
          


          
          Mar. 17, 2018",U-DEC,3,5:00
Jimi Manuwa,loss,Volkan Oezdemir,"0
","2
","0
","0
","UFC 214: Cormier vs. Jones 2
          


          
          Jul. 29, 2017","KO/TKO
",1,0:42
Jimi Manuwa,win,Corey Anderson,"1
","6
","0
","0
","UFC Fight Night: Manuwa vs. Anderson
          


          
          Mar. 18, 2017","KO/TKO
",1,3:05
Jimi Manuwa,win,Ovince Saint Preux,"1
","32
","0
","1
","UFC 204: Bisping vs. Henderson
          


          
          Oct. 08, 2016","KO/TKO
",2,2:38
Jimi Manuwa,loss,Anthony Johnson,"0
","8
","0
","0
","UFC 191: Johnson vs Dodson 2
          


          
          Sep. 05, 2015","KO/TKO
",2,0:28
Jimi Manuwa,win,Jan Blachowicz,"0
","43
","0
","0
","UFC Fight Night: Gonzaga vs Cro Cop 2
          


          
          Apr. 11, 2015",U-DEC,3,5:00
Jimi Manuwa,loss,Alexander Gustafsson,"0
","13
","0
","0
","UFC Fight Night: Gustafsson vs Manuwa
          


          
          Mar. 08, 2014","KO/TKO
",2,1:18
Jimi Manuwa,win,Ryan Jimmo,"0
","48
","0
","0
","UFC Fight Night: Machida vs Munoz
          


          
          Oct. 26, 2013",KO/TKO,2,4:41
Jimi Manuwa,win,Cyrille Diabate,"0
","18
","3
","0
","UFC on FUEL TV: Barao vs McDonald
          


          
          Feb. 16, 2013",KO/TKO,1,5:00
Jimi Manuwa,win,Kyle Kingsbury,"1
","53
","0
","1
","UFC on FUEL TV: Struve vs Miocic
          


          
          Sep. 29, 2012",KO/TKO,2,5:00
Dominic Mar Fan,win,Yuji Ephoevi-Ga,"--
","--
","--
","--
","Road to UFC 4.3 + 4.4
          


          
          May. 23, 2025",U-DEC,3,5:00
Cristiano Marcello,loss,Joe Proctor,"0
","26
","1
","1
","UFC Fight Night: Machida vs Mousasi
          


          
          Feb. 15, 2014",U-DEC,3,5:00
Cristiano Marcello,loss,Kazuki Tokudome,"0
","33
","1
","0
","UFC on FUEL TV: Silva vs. Stann
          


          
          Mar. 02, 2013",U-DEC,3,5:00
Cristiano Marcello,win,Reza Madadi,"0
","72
","0
","0
","UFC 153: Silva vs Bonnar
          


          
          Oct. 13, 2012",S-DEC,3,5:00
Cristiano Marcello,loss,Sam Sicilia,"0
","39
","0
","0
","The Ultimate Fighter: Live Finale
          


          
          Jun. 01, 2012","KO/TKO
",2,2:53
Cristiano Marcello,loss,Mitsuhiro Ishida,"0
","4
","0
","3
","PRIDE Bushido 12
          


          
          Aug. 27, 2006",U-DEC,2,5:00
Daniel Marcos,loss,Montel Jackson,"0
","17
","3
","0
","UFC Fight Night: Sandhagen vs. Figueiredo
          


          
          May. 03, 2025",U-DEC,3,5:00
Daniel Marcos,win,Adrian Yanez,"0
","86
","2
","0
","UFC Fight Night: Covington vs. Buckley
          


          
          Dec. 14, 2024",S-DEC,3,5:00
Daniel Marcos,win,John Castaneda,"1
","98
","0
","0
","UFC Fight Night: Cannonier vs. Imavov
          


          
          Jun. 08, 2024",U-DEC,3,5:00
Daniel Marcos,nc,Aoriqileng,"0
","81
","0
","0
","UFC Fight Night: Hermansson vs. Pyfer
          


          
          Feb. 10, 2024",CNC,2,3:28
Daniel Marcos,win,Davey Grant,"0
","48
","1
","0
","UFC Fight Night: Aspinall vs. Tybura
          


          
          Jul. 22, 2023",S-DEC,3,5:00
Daniel Marcos,win,Saimon Oliveira,"1
","53
","0
","0
","UFC 283: Teixeira vs. Hill
          


          
          Jan. 21, 2023","KO/TKO
",2,2:18
Daniel Marcos,win,Brandon Lewis,"1
","81
","0
","0
","DWCS 6.8
          


          
          Sep. 13, 2022",U-DEC,3,5:00
Jose Maria,loss,Dustin Ortiz,"0
","43
","2
","2
","UFC Fight Night: Belfort vs Henderson 2
          


          
          Nov. 09, 2013","KO/TKO
",3,3:19
Jose Maria,loss,John Lineker,"0
","19
","1
","1
","UFC 163: Aldo vs Jung
          


          
          Aug. 03, 2013","KO/TKO
",2,1:03
Marcos Mariano,loss,Claudio Puelles,"0
","2
","0
","0
","UFC Fight Night: Rodriguez vs. Stephens
          


          
          Sep. 21, 2019",U-DEC,3,5:00
Marcos Mariano,loss,Lando Vannata,"0
","3
","0
","0
","UFC 234: Adesanya vs. Silva
          


          
          Feb. 09, 2019","SUB
",1,4:55
Enrique Marin,loss,Sage Northcutt,"0
","16
","4
","2
","UFC 200: Tate vs Nunes
          


          
          Jul. 09, 2016",U-DEC,3,5:00
Enrique Marin,loss,Erick Montano,"0
","27
","1
","0
","UFC Fight Night: Magny vs Gastelum
          



          
          Nov. 21, 2015",S-DEC,3,5:00
Chepe Mariscal,win,Ricardo Ramos,"0
","85
","2
","0
","UFC Fight Night: Kape vs. Almabayev
          


          
          Mar. 01, 2025",U-DEC,3,5:00
Chepe Mariscal,win,Damon Jackson,"0
","73
","5
","0
","UFC Fight Night: Tybura vs. Spivac 2
          


          
          Aug. 10, 2024",U-DEC,3,5:00
Chepe Mariscal,win,Morgan Charriere,"0
","71
","1
","0
","UFC Fight Night: Allen vs. Curtis 2
          


          
          Apr. 06, 2024",S-DEC,3,5:00
Chepe Mariscal,win,Jack Jenkins,"0
","38
","1
","0
","UFC 293: Adesanya vs. Strickland
          


          
          Sep. 09, 2023",KO/TKO,2,3:19
Chepe Mariscal,win,Trevor Peek,"0
","71
","4
","1
","UFC Fight Night: Emmett vs. Topuria
          


          
          Jun. 24, 2023",U-DEC,3,5:00
Ronny Markes,loss,Thiago Santos,"0
","0
","0
","0
","UFC Fight Night: Shogun vs Henderson 2
          


          
          Mar. 23, 2014","KO/TKO
",1,0:53
Ronny Markes,loss,Yoel Romero,"0
","18
","2
","0
","UFC Fight Night: Fight for the Troops 3
          


          
          Nov. 06, 2013","KO/TKO
",3,1:39
Ronny Markes,win,Andrew Craig,"0
","5
","2
","2
","UFC on FX: Belfort vs Bisping
          


          
          Jan. 19, 2013",U-DEC,3,5:00
Ronny Markes,win,Aaron Simpson,"0
","62
","2
","0
","UFC on FUEL TV: Sanchez vs Ellenberger
          


          
          Feb. 15, 2012",S-DEC,3,5:00
Ronny Markes,win,Karlos Vemola,"0
","40
","6
","0
","UFC Live: Hardy vs Lytle
          


          
          Aug. 14, 2011",U-DEC,3,5:00
Rory Markham,loss,Nate Diaz,"0
","3
","0
","0
","UFC 111: St-Pierre vs Hardy
          


          
          Mar. 27, 2010","KO/TKO
",1,2:47
Rory Markham,loss,Dan Hardy,"0
","2
","0
","0
","UFC 95: Sanchez vs Stevenson
          


          
          Feb. 21, 2009","KO/TKO
",1,1:09
Rory Markham,win,Brodie Farber,"1
","6
","0
","0
","UFC: Silva vs Irvin
          


          
          Jul. 19, 2008","KO/TKO
",1,1:37
Randa Markos,win,Livinha Souza,"0
","65
","0
","0
","UFC Fight Night: Costa vs. Vettori
          


          
          Oct. 23, 2021",U-DEC,3,5:00
Randa Markos,loss,Luana Pinheiro,"0
","18
","0
","0
","UFC Fight Night: Reyes vs. Prochazka
          


          
          May. 01, 2021",DQ,1,4:16
Randa Markos,loss,Kanako Murata,"0
","29
","0
","0
","UFC Fight Night: Felder vs. Dos Anjos
          


          
          Nov. 14, 2020",U-DEC,3,5:00
Randa Markos,loss,Mackenzie Dern,"0
","3
","0
","0
","UFC Fight Night: Covington vs. Woodley
          


          
          Sep. 19, 2020","SUB
",1,3:44
Randa Markos,loss,Amanda Ribas,"0
","36
","1
","0
","UFC Fight Night: Lee vs. Oliveira
          


          
          Mar. 14, 2020",U-DEC,3,5:00
Randa Markos,win,Ashley Yoder,"0
","78
","0
","0
","UFC Fight Night: Maia vs. Askren
          


          
          Oct. 26, 2019",S-DEC,3,5:00
Randa Markos,loss,Claudia Gadelha,"0
","25
","0
","0
","UFC 239: Jones vs. Santos
          


          
          Jul. 06, 2019",U-DEC,3,5:00
Randa Markos,win,Angela Hill,"0
","13
","1
","1
","UFC Fight Night: Thompson vs. Pettis
          


          
          Mar. 23, 2019","SUB
",1,4:24
Randa Markos,draw,Marina Rodriguez,"0
","48
","2
","0
","UFC Fight Night: Marreta vs. Anders
          


          
          Sep. 22, 2018",M-DEC,3,5:00
Randa Markos,loss,Nina Nunes,"0
","23
","1
","0
","UFC Fight Night: Alvarez vs. Poirier 2
          


          
          Jul. 28, 2018",U-DEC,3,5:00
Randa Markos,win,Juliana Lima,"0
","46
","2
","0
","UFC Fight Night: Jacare vs. Brunson 2
          


          
          Jan. 27, 2018",U-DEC,3,5:00
Randa Markos,loss,Alexa Grasso,"0
","45
","4
","0
","UFC Fight Night: Pettis vs. Moreno
          


          
          Aug. 05, 2017",S-DEC,3,5:00
Randa Markos,win,Carla Esparza,"0
","48
","0
","0
","UFC Fight Night: Lewis vs. Browne
          


          
          Feb. 19, 2017",S-DEC,3,5:00
Randa Markos,loss,Cortney Casey,"0
","4
","1
","0
","UFC 202: Diaz vs. McGregor 2
          


          
          Aug. 20, 2016","SUB
",1,4:34
Randa Markos,win,Jocelyn Jones-Lybarger,"0
","86
","1
","1
","UFC Fight Night: MacDonald vs Thompson
          


          
          Jun. 18, 2016",U-DEC,3,5:00
Randa Markos,loss,Karolina Kowalkiewicz,"0
","34
","1
","0
","UFC on FOX: Dos Anjos vs. Cowboy 2
          


          
          Dec. 19, 2015",U-DEC,3,5:00
Randa Markos,win,Aisling Daly,"0
","18
","2
","1
","UFC 186: Johnson vs Horiguchi
          


          
          Apr. 25, 2015",U-DEC,3,5:00
Randa Markos,loss,Jessica Penne,"0
","55
","1
","0
","The Ultimate Fighter: A Champion Will Be Crowned Finale
          


          
          Dec. 12, 2014",S-DEC,3,5:00
Christina Marks,loss,Montana De La Rosa,"0
","10
","1
","0
","The Ultimate Fighter: A New World Champion Finale
          


          
          Dec. 01, 2017","SUB
",1,2:00
Brendon Marotte,loss,Isaac Dulgarian,"0
","3
","0
","0
","UFC Fight Night: Burns vs. Brady
          


          
          Sep. 07, 2024","SUB
",2,4:19
Brendon Marotte,loss,Terrance McKinney,"0
","1
","0
","0
","UFC Fight Night: Yusuff vs. Barboza
          


          
          Oct. 14, 2023","KO/TKO
",1,0:20
Nate Marquardt,loss,Cezar Ferreira,"1
","36
","0
","0
","UFC Fight Night: Poirier vs. Pettis
          


          
          Nov. 11, 2017",S-DEC,3,5:00
Nate Marquardt,loss,Vitor Belfort,"0
","57
","1
","0
","UFC 212: Aldo vs. Holloway
          


          
          Jun. 03, 2017",U-DEC,3,5:00
Nate Marquardt,loss,Sam Alvey,"0
","28
","1
","0
","UFC on FOX: Shevchenko vs. Pena
          


          
          Jan. 28, 2017",U-DEC,3,5:00
Nate Marquardt,win,Tamdan McCrory,"1
","24
","2
","0
","UFC Fight Night: Lineker vs. Dodson
          


          
          Oct. 01, 2016","KO/TKO
",2,4:44
Nate Marquardt,loss,Thiago Santos,"0
","7
","0
","0
","UFC 198: Werdum vs Miocic
          


          
          May. 14, 2016","KO/TKO
",1,3:39
Nate Marquardt,win,CB Dollaway,"1
","16
","0
","0
","UFC on FOX: Dos Anjos vs. Cowboy 2
          


          
          Dec. 19, 2015","KO/TKO
",2,0:28
Nate Marquardt,loss,Kelvin Gastelum,"0
","18
","0
","0
","UFC 188: Velasquez vs Werdum
          


          
          Jun. 13, 2015",KO/TKO,2,5:00
Nate Marquardt,loss,Brad Tavares,"0
","30
","0
","0
","UFC 182: Jones vs Cormier
          


          
          Jan. 03, 2015",U-DEC,3,5:00
Nate Marquardt,win,James Te Huna,"1
","17
","2
","1
","UFC Fight Night: Te Huna vs Marquardt
          


          
          Jun. 28, 2014","SUB
",1,4:34
Nate Marquardt,loss,Hector Lombard,"0
","4
","0
","0
","UFC 166: Velasquez vs Dos Santos 3
          


          
          Oct. 19, 2013","KO/TKO
",1,1:48
Nate Marquardt,loss,Jake Ellenberger,"0
","13
","0
","0
","UFC 158: St-Pierre vs Diaz
          


          
          Mar. 16, 2013","KO/TKO
",1,3:00
Nate Marquardt,loss,Tarec Saffiedine,"0
","68
","1
","0
","Strikeforce - Marquardt vs Saffiedine
          



          
          Jan. 12, 2013",U-DEC,5,5:00
Nate Marquardt,win,Tyron Woodley,"1
","59
","1
","2
","Strikeforce - Rockhold vs Kennedy
          



          
          Jul. 14, 2012","KO/TKO
",4,1:39
Nate Marquardt,win,Dan Miller,"0
","47
","3
","0
","UFC 128: Shogun vs Jones
          


          
          Mar. 19, 2011",U-DEC,3,5:00
Nate Marquardt,loss,Yushin Okami,"0
","21
","3
","2
","UFC 122: Marquardt vs Okami
          


          
          Nov. 13, 2010",U-DEC,3,5:00
Nate Marquardt,win,Rousimar Palhares,"0
","13
","0
","1
","UFC Fight Night: Marquardt vs Palhares
          


          
          Sep. 15, 2010","KO/TKO
",1,3:28
Nate Marquardt,loss,Chael Sonnen,"0
","11
","0
","2
","UFC 109: Relentless
          


          
          Feb. 06, 2010",U-DEC,3,5:00
Nate Marquardt,win,Demian Maia,"1
","1
","0
","0
","UFC 102: Couture vs Nogueira
          


          
          Aug. 29, 2009","KO/TKO
",1,0:21
Nate Marquardt,win,Wilson Gouveia,"1
","67
","2
","1
","UFC 95: Sanchez vs Stevenson
          


          
          Feb. 21, 2009","KO/TKO
",3,3:10
Nate Marquardt,win,Martin Kampmann,"1
","22
","0
","0
","UFC 88: Breakthrough
          


          
          Sep. 06, 2008","KO/TKO
",1,1:22
Nate Marquardt,loss,Thales Leites,"0
","35
","5
","0
","UFC 85: Bedlam
          


          
          Jun. 07, 2008",S-DEC,3,5:00
Nate Marquardt,win,Jeremy Horn,"1
","22
","2
","1
","UFC 81: Breaking Point
          


          
          Feb. 02, 2008","SUB
",2,1:37
Nate Marquardt,loss,Anderson Silva,"0
","3
","1
","0
","UFC 73: Stacked
          



          
          Jul. 07, 2007","KO/TKO
",1,4:50
Nate Marquardt,win,Dean Lister,"4
","53
","2
","0
","UFC Fight Night: Evans vs Salmon
          


          
          Jan. 25, 2007",U-DEC,3,5:00
Nate Marquardt,win,Crafton Wallace,"0
","13
","2
","2
","Ortiz vs Shamrock 3: The Final Chapter
          


          
          Oct. 10, 2006","SUB
",2,1:14
Nate Marquardt,win,Joe Doerksen,"0
","56
","5
","2
","UFC 58: USA vs Canada
          


          
          Mar. 04, 2006",U-DEC,3,5:00
Nate Marquardt,win,Ivan Salaverry,"0
","21
","2
","2
","UFC Fight Night 1
          


          
          Aug. 06, 2005",U-DEC,3,5:00
Danilo Marques,loss,Jailton Almeida,"0
","0
","0
","0
","UFC Fight Night: Hermansson vs. Strickland
          


          
          Feb. 05, 2022","KO/TKO
",1,2:57
Danilo Marques,loss,Kennedy Nzechukwu,"0
","10
","2
","0
","UFC Fight Night: Gane vs. Volkov
          


          
          Jun. 26, 2021","KO/TKO
",3,0:20
Danilo Marques,win,Mike Rodriguez,"0
","29
","4
","2
","UFC Fight Night: Overeem vs. Volkov
          


          
          Feb. 06, 2021","SUB
",2,4:52
Danilo Marques,win,Khadis Ibragimov,"0
","16
","4
","0
","UFC 253: Adesanya vs. Costa
          


          
          Sep. 26, 2020",U-DEC,3,5:00
Julian Marquez,loss,Cody Brundage,"0
","37
","0
","1
","UFC Fight Night: Kape vs. Almabayev
          


          
          Mar. 01, 2025","KO/TKO
",1,4:45
Julian Marquez,loss,Zachary Reese,"0
","1
","0
","0
","UFC Fight Night: Cannonier vs. Imavov
          


          
          Jun. 08, 2024","KO/TKO
",1,0:20
Julian Marquez,loss,Marc-Andre Barriault,"0
","82
","0
","0
","UFC 285: Jones vs. Gane
          


          
          Mar. 04, 2023","KO/TKO
",2,4:12
Julian Marquez,loss,Gregory Rodrigues,"0
","13
","0
","0
","UFC Fight Night: Kattar vs. Emmett
          


          
          Jun. 18, 2022","KO/TKO
",1,3:18
Julian Marquez,win,Sam Alvey,"1
","61
","0
","1
","UFC Fight Night: Vettori vs. Holland
          


          
          Apr. 10, 2021","SUB
",2,2:07
Julian Marquez,win,Maki Pitolo,"0
","41
","0
","4
","UFC 258: Usman vs. Burns
          


          
          Feb. 13, 2021","SUB
",3,4:17
Julian Marquez,loss,Alessio Di Chirico,"0
","47
","0
","2
","The Ultimate Fighter: Undefeated Finale
          


          
          Jul. 06, 2018",S-DEC,3,5:00
Julian Marquez,win,Darren Stewart,"0
","32
","0
","3
","UFC Fight Night: Lawler vs. Dos Anjos
          


          
          Dec. 16, 2017","SUB
",2,2:42
Julian Marquez,win,Phil Hawes,"1
","35
","0
","1
","DWCS 1.4
          


          
          Aug. 01, 2017","KO/TKO
",2,2:20
Carmelo Marrero,loss,Ryan Bader,"0
","9
","0
","0
","UFC Fight Night: Condit vs Kampmann
          


          
          Apr. 01, 2009",U-DEC,3,5:00
Carmelo Marrero,win,Steve Steinbeiss,"0
","16
","5
","3
","WEC 36: Faber vs. Brown
          


          
          Nov. 05, 2008",S-DEC,3,5:00
Carmelo Marrero,loss,Wilson Gouveia,"0
","1
","0
","0
","UFC 71: Liddell vs Jackson
          


          
          May. 26, 2007","SUB
",1,3:06
Carmelo Marrero,loss,Gabriel Gonzaga,"0
","1
","0
","0
","UFC 66: Liddell vs Ortiz 2
          


          
          Dec. 30, 2006","SUB
",1,3:22
Carmelo Marrero,win,Cheick Kongo,"0
","16
","6
","0
","UFC 64: Unstoppable
          


          
          Oct. 14, 2006",S-DEC,3,5:00
Cesar Marscucci,win,Paulo Santos,"--
","--
","--
","--
","UFC - Ultimate Brazil
          


          
          Oct. 16, 1998",KO/TKO,1,10:27
John Marsh,loss,Mike van Arsdale,"1
","18
","1
","1
","UFC 52: Couture vs Liddell 2
          


          
          Apr. 16, 2005",U-DEC,3,5:00
John Marsh,loss,Ricco Rodriguez,"0
","11
","0
","0
","PRIDE 12: Cold Fury
          


          
          Dec. 09, 2000",U-DEC,2,10:00
Eliot Marshall,loss,Brandon Vera,"1
","21
","1
","2
","UFC 137: Penn vs Diaz
          


          
          Oct. 29, 2011",U-DEC,3,5:00
Eliot Marshall,loss,Luiz Cane,"0
","2
","0
","0
","UFC 128: Shogun vs Jones
          


          
          Mar. 19, 2011","KO/TKO
",1,2:15
Eliot Marshall,loss,Vladimir Matyushenko,"0
","19
","0
","0
","UFC Live: Vera vs Jones
          


          
          Mar. 21, 2010",S-DEC,3,5:00
Eliot Marshall,win,Jason Brilz,"0
","29
","0
","0
","UFC 103: Franklin vs Belfort
          


          
          Sep. 19, 2009",S-DEC,3,5:00
Eliot Marshall,win,Vinny Magalhaes,"0
","44
","0
","0
","UFC 97: Redemption
          


          
          Apr. 18, 2009",U-DEC,3,5:00
Eliot Marshall,win,Jules Bruchez,"0
","8
","1
","2
","The Ultimate Fighter: Team Nogueira vs. Team Mir Finale
          


          
          Dec. 13, 2008","SUB
",1,1:27
Doug Marshall,loss,Brian Stann,"0
","12
","0
","0
","WEC 33: Marshall vs. Stann
          



          
          Mar. 26, 2008","KO/TKO
",1,1:35
Doug Marshall,win,Ariel Gandulla,"0
","0
","0
","2
","WEC 31: Faber vs. Curran
          



          
          Dec. 12, 2007","SUB
",1,0:55
Doug Marshall,win,Justin McElfresh,"1
","26
","0
","0
","WEC 27: Marshall vs. McElfresh
          



          
          May. 12, 2007","KO/TKO
",1,2:16
Doug Marshall,win,Lodune Sincaid,"1
","32
","0
","0
","WEC 23: Hot August Fights
          



          
          Aug. 17, 2006","KO/TKO
",2,0:51
Doug Marshall,win,Jeff Terry,"0
","17
","0
","0
","WEC 22: The Hitmen
          


          
          Jul. 28, 2006","KO/TKO
",1,1:50
David Marshall,loss,James Terry,"--
","--
","--
","--
","Strikeforce - Diaz vs. Noons 2
          


          
          Oct. 09, 2010",U-DEC,3,5:00
Francis Marshall,loss,Mairon Santos,"0
","39
","3
","0
","UFC 313: Pereira vs. Ankalaev
          


          
          Mar. 08, 2025",S-DEC,3,5:00
Francis Marshall,win,Dennis Buzukja,"1
","57
","1
","0
","UFC Fight Night: Cannonier vs. Borralho
          


          
          Aug. 24, 2024",S-DEC,3,5:00
Francis Marshall,loss,Isaac Dulgarian,"0
","2
","0
","0
","UFC Fight Night: Luque vs. Dos Anjos
          


          
          Aug. 12, 2023","KO/TKO
",1,4:48
Francis Marshall,loss,William Gomis,"0
","15
","2
","2
","UFC Fight Night: Pavlovich vs. Blaydes
          


          
          Apr. 22, 2023",S-DEC,3,5:00
Francis Marshall,win,Marcelo Rojo,"1
","23
","1
","0
","UFC Fight Night: Thompson vs. Holland
          


          
          Dec. 03, 2022","KO/TKO
",2,1:14
Francis Marshall,win,Connor Matthews,"0
","110
","6
","0
","DWCS 6.2
          


          
          Aug. 02, 2022",U-DEC,3,5:00
Jack Marshman,loss,Sean Strickland,"0
","48
","0
","0
","UFC Fight Night: Hall vs. Silva
          


          
          Oct. 31, 2020",U-DEC,3,5:00
Jack Marshman,loss,Edmen Shahbazyan,"0
","0
","0
","0
","UFC 239: Jones vs. Santos
          


          
          Jul. 06, 2019","SUB
",1,1:12
Jack Marshman,win,John Phillips,"0
","31
","0
","0
","UFC Fight Night: Till vs. Masvidal
          


          
          Mar. 16, 2019",S-DEC,3,5:00
Jack Marshman,loss,Karl Roberson,"0
","21
","0
","0
","UFC 230: Cormier vs. Lewis
          


          
          Nov. 03, 2018",U-DEC,3,5:00
Jack Marshman,loss,Antonio Carlos Junior,"0
","1
","0
","0
","UFC Fight Night: Brunson vs. Machida
          


          
          Oct. 28, 2017","SUB
",1,4:30
Jack Marshman,win,Ryan Janes,"0
","75
","0
","0
","UFC Fight Night: Nelson vs. Ponzinibbio
          


          
          Jul. 16, 2017",U-DEC,3,5:00
Jack Marshman,loss,Thiago Santos,"1
","6
","0
","0
","UFC Fight Night: Lewis vs. Browne
          


          
          Feb. 19, 2017","KO/TKO
",2,2:21
Jack Marshman,win,Magnus Cedenblad,"2
","42
","0
","0
","UFC Fight Night: Mousasi vs. Hall 2
          


          
          Nov. 19, 2016","KO/TKO
",2,3:40
Terry Martin,loss,Scott Smith,"0
","1
","0
","0
","Strikeforce - Destruction
          


          
          Nov. 21, 2008","KO/TKO
",1,0:29
Terry Martin,win,Cory Devela,"1
","35
","3
","0
","Strikeforce - At the Mansion 2
          


          
          Sep. 20, 2008","KO/TKO
",3,2:08
Terry Martin,loss,Vitor Belfort,"0
","5
","1
","0
","Affliction - Banned
          


          
          Jul. 19, 2008","KO/TKO
",2,3:12
Terry Martin,loss,Marvin Eastman,"0
","50
","1
","0
","UFC 81: Breaking Point
          


          
          Feb. 02, 2008",U-DEC,3,5:00
Terry Martin,loss,Chris Leben,"0
","45
","4
","0
","UFC Fight Night: Thomas vs Florian
          


          
          Sep. 19, 2007","KO/TKO
",3,3:56
Terry Martin,win,Ivan Salaverry,"0
","7
","1
","0
","UFC 71: Liddell vs Jackson
          


          
          May. 26, 2007",KO/TKO,1,2:04
Terry Martin,win,Jorge Rivera,"1
","4
","0
","0
","UFC 67: All or Nothing
          


          
          Feb. 03, 2007","KO/TKO
",1,0:14
Terry Martin,win,Keith Berry,"1
","17
","1
","0
","WEC 24: Full Force
          


          
          Oct. 12, 2006","KO/TKO
",1,2:52
Terry Martin,loss,Jason Lambert,"0
","15
","1
","0
","UFC 59: Reality Check
          


          
          Apr. 15, 2006","KO/TKO
",2,2:37
Terry Martin,loss,James Irvin,"0
","12
","2
","0
","UFC 54: Boiling Point
          


          
          Aug. 20, 2005","KO/TKO
",2,0:09
Eric Martin,loss,Justin Martin,"--
","--
","--
","--
","UFC 12: Judgement Day
          


          
          Feb. 07, 1997","SUB
",1,0:14
Justin Martin,win,Eric Martin,"--
","--
","--
","--
","UFC 12: Judgement Day
          


          
          Feb. 07, 1997","SUB
",1,0:14
Dave Martin,loss,Jesse Gillespie,"--
","--
","--
","--
","Strikeforce - At the Mansion 2
          


          
          Sep. 20, 2008",S-DEC,3,3:00
Dave Martin,loss,Jesse Gillespie,"--
","--
","--
","--
","Strikeforce - Young Guns 2
          


          
          Feb. 01, 2008",U-DEC,3,3:00
Joe Martin,loss,Clay Guida,"0
","11
","0
","0
","WEC 23: Hot August Fights
          


          
          Aug. 17, 2006",U-DEC,3,5:00
Anthony Rocco Martin,loss,Neil Magny,"0
","37
","1
","0
","UFC 250: Nunes vs. Spencer
          


          
          Jun. 06, 2020",U-DEC,3,5:00
Anthony Rocco Martin,win,Ramazan Emeev,"0
","41
","0
","2
","UFC Fight Night: Zabit vs. Kattar
          


          
          Nov. 09, 2019",U-DEC,3,5:00
Anthony Rocco Martin,loss,Demian Maia,"0
","22
","0
","0
","UFC Fight Night: Ngannou vs. Dos Santos
          


          
          Jun. 29, 2019",M-DEC,3,5:00
Anthony Rocco Martin,win,Sergio Moraes,"0
","50
","0
","0
","UFC Fight Night: Lewis vs. Dos Santos
          


          
          Mar. 09, 2019",U-DEC,3,5:00
Anthony Rocco Martin,win,Jake Matthews,"0
","25
","0
","1
","UFC Fight Night: Dos Santos vs. Tuivasa
          


          
          Dec. 01, 2018","SUB
",3,1:19
Anthony Rocco Martin,win,Ryan LaFlare,"2
","36
","0
","1
","UFC 229: Khabib vs. McGregor
          


          
          Oct. 06, 2018","KO/TKO
",3,1:00
Anthony Rocco Martin,win,Keita Nakamura,"0
","56
","0
","2
","UFC Fight Night: Barboza vs. Lee
          


          
          Apr. 21, 2018",U-DEC,3,5:00
Anthony Rocco Martin,loss,Olivier Aubin-Mercier,"0
","15
","0
","1
","UFC Fight Night: Rockhold vs. Branch
          


          
          Sep. 16, 2017",S-DEC,3,5:00
Anthony Rocco Martin,win,Johnny Case,"0
","82
","1
","1
","UFC Fight Night: Chiesa vs. Lee
          


          
          Jun. 25, 2017",U-DEC,3,5:00
Anthony Rocco Martin,win,Alex White,"0
","20
","2
","0
","UFC Fight Night: Rodriguez vs. Penn
          


          
          Jan. 15, 2017",U-DEC,3,5:00
Anthony Rocco Martin,win,Felipe Olivieri,"0
","60
","2
","1
","UFC on FOX: Johnson vs. Bader
          


          
          Jan. 30, 2016","SUB
",3,3:02
Anthony Rocco Martin,loss,Leonardo Santos,"0
","14
","0
","0
","UFC Fight Night: Maia vs LaFlare
          


          
          Mar. 21, 2015","SUB
",2,2:29
Anthony Rocco Martin,win,Fabricio Camoes,"0
","1
","1
","3
","UFC 179: Aldo vs Mendes 2
          


          
          Oct. 25, 2014","SUB
",1,4:16
Anthony Rocco Martin,loss,Beneil Dariush,"0
","34
","1
","0
","UFC Fight Night: Henderson vs Dos Anjos
          


          
          Aug. 23, 2014","SUB
",2,3:38
